tier,level,mapName,subMapName,className,rank,mobName,mobLevel,mobAttack,mobHp,baseWeight,averageWeight,probabilityPercent,expectedKillsPer1000,expectedDamagePerBattle,expectedMobHitDamage,expectedDodgeChancePercent,expectedCriticalChancePercent,noPotionBattles,potions25Battles,potions100Battles
1,10,"Subúrbio Silencioso","Bloco do Síndico","Assassino",5,"Porteiro Infectado",7,4,138,6,11.95,8.55,85.5,1.63,2,19.75,3,150,1377,5058
1,10,"Subúrbio Silencioso","Bloco do Síndico","Assassino",6,"Síndico Devorado",10,6,206,4,9.95,7.12,71.2,3.33,4,17.95,3,73,674,2476
1,10,"Subúrbio Silencioso","Rua das Cercas","Atirador",1,"Errante do Subúrbio",1,1,43,42,42,30.08,300.8,0.81,1,19.75,3,330,2799,10207
1,10,"Subúrbio Silencioso","Rua das Cercas","Atirador",2,"Gato de Telhado Contaminado",4,2,79,24,35.89,25.7,257,0.83,1,18.4,3,322,2732,9961
1,10,"Subúrbio Silencioso","Quintais Abandonados","Atirador",3,"Rastejante de Garagem",4,2,86,15,21.96,15.72,157.2,0.83,1,18.4,3,322,2732,9961
1,10,"Subúrbio Silencioso","Quintais Abandonados","Atirador",4,"Morcego de Caixa d’Água",7,3,127,9,17.92,12.83,128.3,0.85,1,16.6,3,315,2668,9727
1,10,"Subúrbio Silencioso","Bloco do Síndico","Atirador",5,"Porteiro Infectado",7,4,138,6,11.95,8.55,85.5,1.68,2,17.05,3,159,1349,4921
1,10,"Subúrbio Silencioso","Bloco do Síndico","Atirador",6,"Síndico Devorado",10,6,206,4,9.95,7.12,71.2,2.58,3,15.25,3,103,879,3204
1,10,"Subúrbio Silencioso","Rua das Cercas","Medico",1,"Errante do Subúrbio",1,2,43,42,42,30.08,300.8,0.98,1,3.55,4.42,644,3195,10848
1,10,"Subúrbio Silencioso","Rua das Cercas","Medico",2,"Gato de Telhado Contaminado",4,4,79,24,35.89,25.7,257,1,1,2.2,5.32,631,3131,10631
1,10,"Subúrbio Silencioso","Quintais Abandonados","Medico",3,"Rastejante de Garagem",4,4,86,15,21.96,15.72,157.2,1,1,2.2,5.32,631,3131,10631
1,10,"Subúrbio Silencioso","Quintais Abandonados","Medico",4,"Morcego de Caixa d’Água",7,8,127,9,17.92,12.83,128.3,1.01,1,2,6.4,625,3100,10526
1,10,"Subúrbio Silencioso","Bloco do Síndico","Medico",5,"Porteiro Infectado",7,9,138,6,11.95,8.55,85.5,2.02,2,2,6.22,312,1550,5263
1,10,"Subúrbio Silencioso","Bloco do Síndico","Medico",6,"Síndico Devorado",10,14,206,4,9.95,7.12,71.2,2.03,2,2,7.3,311,1542,5237
2,20,"Distrito da Ferrugem","Pátio de Carga","Lutador",1,"Carregador de Paletes Infectado",11,7,152,42,42,30.08,300.8,0.99,1,4,5.68,1241,3261,9322
2,20,"Distrito da Ferrugem","Pátio de Carga","Lutador",2,"Arrastador de Correntes",14,12,233,24,35.89,25.7,257,2.03,2,2,6.94,605,1590,4546
2,20,"Distrito da Ferrugem","Linha de Prensas","Lutador",3,"Operário Prensado",14,12,252,15,21.96,15.72,157.2,2.02,2,2.2,6.76,608,1598,4568
2,20,"Distrito da Ferrugem","Linha de Prensas","Lutador",4,"Esmagado da Prensa",17,19,342,9,17.92,12.83,128.3,3.06,3,2,8.02,401,1055,3016
2,20,"Distrito da Ferrugem","Galpão do Capataz","Lutador",5,"Vigia do Galpão Infectado",17,21,373,6,11.95,8.55,85.5,4.08,4,2,8.02,301,791,2262
2,20,"Distrito da Ferrugem","Galpão do Capataz","Lutador",6,"Capataz Ferrugento",20,31,527,4,9.95,7.12,71.2,6.17,6,2,9.28,199,523,1495
2,20,"Distrito da Ferrugem","Pátio de Carga","Assassino",1,"Carregador de Paletes Infectado",11,3,152,42,42,30.08,300.8,0.73,1,28,3,550,3290,11509
2,20,"Distrito da Ferrugem","Pátio de Carga","Assassino",2,"Arrastador de Correntes",14,6,233,24,35.89,25.7,257,1.46,2,28,3,275,1645,5754
2,20,"Distrito da Ferrugem","Linha de Prensas","Assassino",3,"Operário Prensado",14,6,252,15,21.96,15.72,157.2,1.46,2,28,3,275,1645,5754
2,20,"Distrito da Ferrugem","Linha de Prensas","Assassino",4,"Esmagado da Prensa",17,9,342,9,17.92,12.83,128.3,3.66,5,28,3,109,656,2295
2,20,"Distrito da Ferrugem","Galpão do Capataz","Assassino",5,"Vigia do Galpão Infectado",17,10,373,6,11.95,8.55,85.5,4.39,6,28,3,91,547,1913
2,20,"Distrito da Ferrugem","Galpão do Capataz","Assassino",6,"Capataz Ferrugento",20,15,527,4,9.95,7.12,71.2,7.31,10,28,3,54,328,1149
2,20,"Distrito da Ferrugem","Pátio de Carga","Atirador",1,"Carregador de Paletes Infectado",11,3,152,42,42,30.08,300.8,0.73,1,28,3,580,3320,11539
2,20,"Distrito da Ferrugem","Pátio de Carga","Atirador",2,"Arrastador de Correntes",14,6,233,24,35.89,25.7,257,1.46,2,28,3,290,1660,5769
2,20,"Distrito da Ferrugem","Linha de Prensas","Atirador",3,"Operário Prensado",14,6,252,15,21.96,15.72,157.2,1.46,2,28,3,290,1660,5769
2,20,"Distrito da Ferrugem","Linha de Prensas","Atirador",4,"Esmagado da Prensa",17,9,342,9,17.92,12.83,128.3,2.92,4,28,3,145,830,2884
2,20,"Distrito da Ferrugem","Galpão do Capataz","Atirador",5,"Vigia do Galpão Infectado",17,10,373,6,11.95,8.55,85.5,3.66,5,28,3,115,662,2301
2,20,"Distrito da Ferrugem","Galpão do Capataz","Atirador",6,"Capataz Ferrugento",20,15,527,4,9.95,7.12,71.2,6.58,9,28,3,64,368,1280
2,20,"Distrito da Ferrugem","Pátio de Carga","Medico",1,"Carregador de Paletes Infectado",11,8,152,42,42,30.08,300.8,1.01,1,2.2,6.16,1100,3576,11001
2,20,"Distrito da Ferrugem","Pátio de Carga","Medico",2,"Arrastador de Correntes",14,13,233,24,35.89,25.7,257,2.03,2,2,7.42,547,1779,5473
2,20,"Distrito da Ferrugem","Linha de Prensas","Medico",3,"Operário Prensado",14,14,252,15,21.96,15.72,157.2,2.03,2,2,7.24,547,1779,5473
2,20,"Distrito da Ferrugem","Linha de Prensas","Medico",4,"Esmagado da Prensa",17,21,342,9,17.92,12.83,128.3,4.09,4,2,8.5,271,883,2716
2,20,"Distrito da Ferrugem","Galpão do Capataz","Medico",5,"Vigia do Galpão Infectado",17,24,373,6,11.95,8.55,85.5,4.09,4,2,8.5,271,883,2716
2,20,"Distrito da Ferrugem","Galpão do Capataz","Medico",6,"Capataz Ferrugento",20,35,527,4,9.95,7.12,71.2,8.25,8,2,9.76,134,437,1346
3,30,"Hospital Santa Ruína","Triagem Vazia","Lutador",1,"Paciente Febril Errante",21,19,462,42,42,30.08,300.8,3,3,3.55,7.18,579,1987,6212
3,30,"Hospital Santa Ruína","Triagem Vazia","Lutador",2,"Mosca de Ferida Contaminada",24,31,657,24,35.89,25.7,257,6.15,6,2,8.44,282,969,3030
3,30,"Hospital Santa Ruína","Ala de Isolamento","Lutador",3,"Enfermeira de Isolamento Infectada",24,33,711,15,21.96,15.72,157.2,6.15,6,2,8.26,282,969,3030
3,30,"Hospital Santa Ruína","Ala de Isolamento","Lutador",4,"Centopeia de Tubulação Contaminada",27,48,923,9,17.92,12.83,128.3,10.33,10,2,9.7,168,577,1804
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Lutador",5,"Instrumentador Cirúrgico Infectado",27,54,1009,6,11.95,8.55,85.5,12.4,12,2,9.7,140,480,1503
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Lutador",6,"Cirurgião-Chefe Necrosado",30,80,1385,4,9.95,7.12,71.2,26.03,25,2,10.96,66,229,716
3,30,"Hospital Santa Ruína","Triagem Vazia","Assassino",1,"Paciente Febril Errante",21,9,462,42,42,30.08,300.8,2.93,4,28,3,182,1214,4311
3,30,"Hospital Santa Ruína","Triagem Vazia","Assassino",2,"Mosca de Ferida Contaminada",24,15,657,24,35.89,25.7,257,6.59,9,28,3,81,540,1917
3,30,"Hospital Santa Ruína","Ala de Isolamento","Assassino",3,"Enfermeira de Isolamento Infectada",24,16,711,15,21.96,15.72,157.2,7.32,10,28,3,72,486,1725
3,30,"Hospital Santa Ruína","Ala de Isolamento","Assassino",4,"Centopeia de Tubulação Contaminada",27,24,923,9,17.92,12.83,128.3,12.44,17,28,3,42,286,1015
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Assassino",5,"Instrumentador Cirúrgico Infectado",27,27,1009,6,11.95,8.55,85.5,14.64,20,28,3,36,243,862
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Assassino",6,"Cirurgião-Chefe Necrosado",30,40,1385,4,9.95,7.12,71.2,23.43,32,28,3,22,151,539
3,30,"Hospital Santa Ruína","Triagem Vazia","Atirador",1,"Paciente Febril Errante",21,9,462,42,42,30.08,300.8,2.93,4,28,3,187,1228,4351
3,30,"Hospital Santa Ruína","Triagem Vazia","Atirador",2,"Mosca de Ferida Contaminada",24,15,657,24,35.89,25.7,257,6.59,9,28,3,83,546,1934
3,30,"Hospital Santa Ruína","Ala de Isolamento","Atirador",3,"Enfermeira de Isolamento Infectada",24,16,711,15,21.96,15.72,157.2,6.59,9,28,3,83,546,1934
3,30,"Hospital Santa Ruína","Ala de Isolamento","Atirador",4,"Centopeia de Tubulação Contaminada",27,24,923,9,17.92,12.83,128.3,11.71,16,28,3,46,307,1088
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Atirador",5,"Instrumentador Cirúrgico Infectado",27,27,1009,6,11.95,8.55,85.5,13.91,19,28,3,39,258,916
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Atirador",6,"Cirurgião-Chefe Necrosado",30,40,1385,4,9.95,7.12,71.2,23.43,32,28,3,23,153,544
3,30,"Hospital Santa Ruína","Triagem Vazia","Medico",1,"Paciente Febril Errante",21,21,462,42,42,30.08,300.8,4.08,4,2,7.66,387,1631,5362
3,30,"Hospital Santa Ruína","Triagem Vazia","Medico",2,"Mosca de Ferida Contaminada",24,34,657,24,35.89,25.7,257,6.17,6,2,8.92,256,1078,3546
3,30,"Hospital Santa Ruína","Ala de Isolamento","Medico",3,"Enfermeira de Isolamento Infectada",24,36,711,15,21.96,15.72,157.2,7.19,7,2,8.74,219,925,3043
3,30,"Hospital Santa Ruína","Ala de Isolamento","Medico",4,"Centopeia de Tubulação Contaminada",27,53,923,9,17.92,12.83,128.3,12.43,12,2,10.18,127,535,1760
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Medico",5,"Instrumentador Cirúrgico Infectado",27,60,1009,6,11.95,8.55,85.5,15.54,15,2,10.18,101,428,1407
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Medico",6,"Cirurgião-Chefe Necrosado",30,88,1385,4,9.95,7.12,71.2,31.32,30,2,11.44,50,212,698
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Lutador",1,"Amontoado de Bagagens Vivas",31,35,907,42,42,30.08,300.8,6.1,6,3.1,8.68,370,1149,3485
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Lutador",2,"Enxame de Carrapatos Hemáticos",34,53,1236,24,35.89,25.7,257,10.37,10,2,9.94,218,676,2050
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Lutador",3,"Sinaleiro Sem Rosto",34,57,1340,15,21.96,15.72,157.2,11.41,11,2,9.94,198,614,1863
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Lutador",4,"Casulo de Traças de Plataforma",37,80,1693,9,17.92,12.83,128.3,20.93,20,2,11.38,108,334,1015
4,40,"Terminal dos Esquecidos","Cabine Final","Lutador",5,"Cobrador Fundido",37,91,1850,6,11.95,8.55,85.5,27.21,26,2,11.38,83,257,781
4,40,"Terminal dos Esquecidos","Cabine Final","Lutador",6,"Regente da Cabine Lacrada",40,131,2495,4,9.95,7.12,71.2,49.66,47,2,12.82,45,141,428
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Assassino",1,"Amontoado de Bagagens Vivas",31,17,907,42,42,30.08,300.8,7.32,10,28,3,91,522,1813
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Assassino",2,"Enxame de Carrapatos Hemáticos",34,26,1236,24,35.89,25.7,257,13.19,18,28,3,50,289,1006
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Assassino",3,"Sinaleiro Sem Rosto",34,28,1340,15,21.96,15.72,157.2,13.92,19,28,3,48,274,953
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Assassino",4,"Casulo de Traças de Plataforma",37,40,1693,9,17.92,12.83,128.3,22.72,31,28,3,29,168,584
4,40,"Terminal dos Esquecidos","Cabine Final","Assassino",5,"Cobrador Fundido",37,45,1850,6,11.95,8.55,85.5,26.39,36,28,3,25,144,502
4,40,"Terminal dos Esquecidos","Cabine Final","Assassino",6,"Regente da Cabine Lacrada",40,65,2495,4,9.95,7.12,71.2,40.32,55,28,3,16,94,329
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Atirador",1,"Amontoado de Bagagens Vivas",31,17,907,42,42,30.08,300.8,6.59,9,28,3,105,587,2032
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Atirador",2,"Enxame de Carrapatos Hemáticos",34,26,1236,24,35.89,25.7,257,12.46,17,28,3,55,310,1074
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Atirador",3,"Sinaleiro Sem Rosto",34,28,1340,15,21.96,15.72,157.2,13.92,19,28,3,49,277,962
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Atirador",4,"Casulo de Traças de Plataforma",37,40,1693,9,17.92,12.83,128.3,21.99,30,28,3,31,175,609
4,40,"Terminal dos Esquecidos","Cabine Final","Atirador",5,"Cobrador Fundido",37,45,1850,6,11.95,8.55,85.5,25.65,35,28,3,27,150,522
4,40,"Terminal dos Esquecidos","Cabine Final","Atirador",6,"Regente da Cabine Lacrada",40,65,2495,4,9.95,7.12,71.2,39.59,54,28,3,17,97,338
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Medico",1,"Amontoado de Bagagens Vivas",31,39,907,42,42,30.08,300.8,7.2,7,2.2,8.92,285,1073,3438
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Medico",2,"Enxame de Carrapatos Hemáticos",34,59,1236,24,35.89,25.7,257,12.46,12,2,10.18,164,620,1986
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Medico",3,"Sinaleiro Sem Rosto",34,63,1340,15,21.96,15.72,157.2,13.5,13,2,10.18,152,572,1833
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Medico",4,"Casulo de Traças de Plataforma",37,89,1693,9,17.92,12.83,128.3,26.2,25,2,11.62,78,294,944
4,40,"Terminal dos Esquecidos","Cabine Final","Medico",5,"Cobrador Fundido",37,100,1850,6,11.95,8.55,85.5,31.44,30,2,11.62,65,245,787
4,40,"Terminal dos Esquecidos","Cabine Final","Medico",6,"Regente da Cabine Lacrada",40,145,2495,4,9.95,7.12,71.2,59.25,56,2,13.06,34,130,417
5,50,"Zona de Quarentena 9","Triagem Externa","Lutador",1,"Isolado da Tenda Rasgada",41,57,1539,42,42,30.08,300.8,11.43,11,2.2,10.24,245,1146,3849
5,50,"Zona de Quarentena 9","Triagem Externa","Lutador",2,"Larva de Descarte Biológico",44,87,2045,24,35.89,25.7,257,21.06,20,2,11.86,133,622,2089
5,50,"Zona de Quarentena 9","Cercas Internas","Lutador",3,"Arameiro de Contenção",44,93,2215,15,21.96,15.72,157.2,23.14,22,2,11.68,121,566,1901
5,50,"Zona de Quarentena 9","Cercas Internas","Lutador",4,"Lesma de Canaleta Química",47,129,2754,9,17.92,12.83,128.3,42.53,40,2,13.3,65,308,1034
5,50,"Zona de Quarentena 9","Posto de Comando","Lutador",5,"Operador de Rádio Infectado",47,146,3009,6,11.95,8.55,85.5,52.04,49,2,13.12,53,251,845
5,50,"Zona de Quarentena 9","Posto de Comando","Lutador",6,"Coronel Lacrado da Zona 9",50,210,4010,4,9.95,7.12,71.2,94.5,88,2,14.74,29,138,465
5,50,"Zona de Quarentena 9","Triagem Externa","Assassino",1,"Isolado da Tenda Rasgada",41,28,1539,42,42,30.08,300.8,13.93,19,28,3,57,474,1723
5,50,"Zona de Quarentena 9","Triagem Externa","Assassino",2,"Larva de Descarte Biológico",44,43,2045,24,35.89,25.7,257,24.21,33,28,3,33,272,991
5,50,"Zona de Quarentena 9","Cercas Internas","Assassino",3,"Arameiro de Contenção",44,46,2215,15,21.96,15.72,157.2,26.41,36,28,3,30,250,908
5,50,"Zona de Quarentena 9","Cercas Internas","Assassino",4,"Lesma de Canaleta Química",47,64,2754,9,17.92,12.83,128.3,38.89,53,28,3,20,169,617
5,50,"Zona de Quarentena 9","Posto de Comando","Assassino",5,"Operador de Rádio Infectado",47,73,3009,6,11.95,8.55,85.5,45.49,62,28,3,17,145,527
5,50,"Zona de Quarentena 9","Posto de Comando","Assassino",6,"Coronel Lacrado da Zona 9",50,105,4010,4,9.95,7.12,71.2,68.27,93,28,3,11,96,351
5,50,"Zona de Quarentena 9","Triagem Externa","Atirador",1,"Isolado da Tenda Rasgada",41,28,1539,42,42,30.08,300.8,13.2,18,28,3,63,506,1835
5,50,"Zona de Quarentena 9","Triagem Externa","Atirador",2,"Larva de Descarte Biológico",44,43,2045,24,35.89,25.7,257,22.74,31,28,3,36,293,1065
5,50,"Zona de Quarentena 9","Cercas Internas","Atirador",3,"Arameiro de Contenção",44,46,2215,15,21.96,15.72,157.2,24.94,34,28,3,33,267,971
5,50,"Zona de Quarentena 9","Cercas Internas","Atirador",4,"Lesma de Canaleta Química",47,64,2754,9,17.92,12.83,128.3,37.42,51,28,3,22,178,647
5,50,"Zona de Quarentena 9","Posto de Comando","Atirador",5,"Operador de Rádio Infectado",47,73,3009,6,11.95,8.55,85.5,44.03,60,28,3,18,151,550
5,50,"Zona de Quarentena 9","Posto de Comando","Atirador",6,"Coronel Lacrado da Zona 9",50,105,4010,4,9.95,7.12,71.2,66.8,91,28,3,12,100,362
5,50,"Zona de Quarentena 9","Triagem Externa","Medico",1,"Isolado da Tenda Rasgada",41,63,1539,42,42,30.08,300.8,12.52,12,2,10.48,201,1166,4059
5,50,"Zona de Quarentena 9","Triagem Externa","Medico",2,"Larva de Descarte Biológico",44,96,2045,24,35.89,25.7,257,25.3,24,2,12.1,99,577,2009
5,50,"Zona de Quarentena 9","Cercas Internas","Medico",3,"Arameiro de Contenção",44,103,2215,15,21.96,15.72,157.2,28.43,27,2,11.92,88,513,1787
5,50,"Zona de Quarentena 9","Cercas Internas","Medico",4,"Lesma de Canaleta Química",47,143,2754,9,17.92,12.83,128.3,51.1,48,2,13.54,49,285,994
5,50,"Zona de Quarentena 9","Posto de Comando","Medico",5,"Operador de Rádio Infectado",47,162,3009,6,11.95,8.55,85.5,62.75,59,2,13.36,40,232,810
5,50,"Zona de Quarentena 9","Posto de Comando","Medico",6,"Coronel Lacrado da Zona 9",50,232,4010,4,9.95,7.12,71.2,111.84,104,2,14.98,22,130,454
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Lutador",1,"Homem-Tanque Rachado",51,87,2376,42,42,30.08,300.8,19.77,19,3.1,11.32,158,715,2388
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Lutador",2,"Respirador de Cinzas",54,128,3149,24,35.89,25.7,257,39.38,37,2,12.94,79,359,1199
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Lutador",3,"Operário Escaldado de Vapor",54,139,3411,15,21.96,15.72,157.2,44.66,42,2,12.76,69,316,1057
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Lutador",4,"Pressurizado Sem Face",57,191,4234,9,17.92,12.83,128.3,77.61,72,2,14.74,40,182,608
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Lutador",5,"Forjado em Cinzas",57,216,4626,6,11.95,8.55,85.5,94.75,88,2,14.56,32,149,498
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Lutador",6,"Guardião da Fornalha Morta",60,309,6156,4,9.95,7.12,71.2,166.68,153,2,16.18,18,84,283
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Assassino",1,"Homem-Tanque Rachado",51,43,2376,42,42,30.08,300.8,20.56,28,28,3,49,354,1270
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Assassino",2,"Respirador de Cinzas",54,64,3149,24,35.89,25.7,257,34.52,47,28,3,29,211,756
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Assassino",3,"Operário Escaldado de Vapor",54,69,3411,15,21.96,15.72,157.2,38.19,52,28,3,26,191,683
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Assassino",4,"Pressurizado Sem Face",57,95,4234,9,17.92,12.83,128.3,55.83,76,28,3,18,130,467
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Assassino",5,"Forjado em Cinzas",57,108,4626,6,11.95,8.55,85.5,65.38,89,28,3,15,111,399
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Assassino",6,"Guardião da Fornalha Morta",60,154,6156,4,9.95,7.12,71.2,98.48,134,28,3,10,74,265
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Atirador",1,"Homem-Tanque Rachado",51,43,2376,42,42,30.08,300.8,19.82,27,28,3,52,371,1329
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Atirador",2,"Respirador de Cinzas",54,64,3149,24,35.89,25.7,257,33.78,46,28,3,30,218,779
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Atirador",3,"Operário Escaldado de Vapor",54,69,3411,15,21.96,15.72,157.2,36.72,50,28,3,28,200,717
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Atirador",4,"Pressurizado Sem Face",57,95,4234,9,17.92,12.83,128.3,55.1,75,28,3,18,133,478
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Atirador",5,"Forjado em Cinzas",57,108,4626,6,11.95,8.55,85.5,63.91,87,28,3,16,115,412
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Atirador",6,"Guardião da Fornalha Morta",60,154,6156,4,9.95,7.12,71.2,97.01,132,28,3,10,75,271
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Medico",1,"Homem-Tanque Rachado",51,96,2376,42,42,30.08,300.8,23.26,22,2,12.04,122,678,2349
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Medico",2,"Respirador de Cinzas",54,141,3149,24,35.89,25.7,257,45.97,43,2,13.66,61,343,1188
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Medico",3,"Operário Escaldado de Vapor",54,153,3411,15,21.96,15.72,157.2,53.4,50,2,13.48,53,295,1023
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Medico",4,"Pressurizado Sem Face",57,210,4234,9,17.92,12.83,128.3,90.95,84,2,15.46,31,173,600
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Medico",5,"Forjado em Cinzas",57,238,4626,6,11.95,8.55,85.5,111.4,103,2,15.28,25,141,490
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Medico",6,"Guardião da Fornalha Morta",60,341,6156,4,9.95,7.12,71.2,194.78,178,2,16.9,14,81,280
7,70,"Avenida dos Caídos","Faixa Engarrafada","Lutador",1,"Motorista Fundido ao Volante",61,127,3626,42,42,30.08,300.8,35.84,34,3.1,12.64,96,613,2161
7,70,"Avenida dos Caídos","Faixa Engarrafada","Lutador",2,"Colosso do Para-Choque",64,188,4782,24,35.89,25.7,257,71.27,66,2,14.44,48,308,1087
7,70,"Avenida dos Caídos","Becos de Caça","Lutador",3,"Predador de Viela Cega",64,203,5180,15,21.96,15.72,157.2,80.9,75,2,14.26,42,271,957
7,70,"Avenida dos Caídos","Becos de Caça","Lutador",4,"Caçador de Neon Quebrado",67,278,6408,9,17.92,12.83,128.3,136.94,125,2,16.42,25,160,565
7,70,"Avenida dos Caídos","Cruzamento Central","Lutador",5,"Semafórico de Carne Exposta",67,314,7001,6,11.95,8.55,85.5,163.95,150,2,16.06,21,134,472
7,70,"Avenida dos Caídos","Cruzamento Central","Lutador",6,"Tirano do Cruzamento Morto",70,448,9295,4,9.95,7.12,71.2,281.7,254,2,18.04,12,78,275
7,70,"Avenida dos Caídos","Faixa Engarrafada","Assassino",1,"Motorista Fundido ao Volante",61,63,3626,42,42,30.08,300.8,30.13,41,28,3,40,371,1367
7,70,"Avenida dos Caídos","Faixa Engarrafada","Assassino",2,"Colosso do Para-Choque",64,94,4782,24,35.89,25.7,257,50.73,69,28,3,23,220,812
7,70,"Avenida dos Caídos","Becos de Caça","Assassino",3,"Predador de Viela Cega",64,101,5180,15,21.96,15.72,157.2,55.88,76,28,3,21,200,737
7,70,"Avenida dos Caídos","Becos de Caça","Assassino",4,"Caçador de Neon Quebrado",67,139,6408,9,17.92,12.83,128.3,82.38,112,28,3,14,136,500
7,70,"Avenida dos Caídos","Cruzamento Central","Assassino",5,"Semafórico de Carne Exposta",67,157,7001,6,11.95,8.55,85.5,95.62,130,28,3,12,117,430
7,70,"Avenida dos Caídos","Cruzamento Central","Assassino",6,"Tirano do Cruzamento Morto",70,224,9295,4,9.95,7.12,71.2,143.47,195,28,3,8,78,287
7,70,"Avenida dos Caídos","Faixa Engarrafada","Atirador",1,"Motorista Fundido ao Volante",61,63,3626,42,42,30.08,300.8,28.66,39,28,3,43,396,1456
7,70,"Avenida dos Caídos","Faixa Engarrafada","Atirador",2,"Colosso do Para-Choque",64,94,4782,24,35.89,25.7,257,49.26,67,28,3,25,230,847
7,70,"Avenida dos Caídos","Becos de Caça","Atirador",3,"Predador de Viela Cega",64,101,5180,15,21.96,15.72,157.2,54.41,74,28,3,22,208,767
