tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Atirador",276,1432,574,74,4100.2,212.4,7,35,42,85,17688,100,11.67,208.1,208100,90.7,216,87.1,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Medico",240,3434,399,584,923.6,212.4,7,40,47,76,17435,98.6,13.06,229.4,229404,100,156,188.45,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Lutador",270,4157,618,632,937.3,305.6,7,41,48,75,24745,97.2,13.33,329.9,329929,100,213,267.62,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Assassino",318,1602,624,84,4827.9,305.6,7,35,42,85,25455,100,11.67,299.5,299472,90.8,271,130.67,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Atirador",318,1618,642,88,5210.9,305.6,7,35,42,85,25455,100,11.67,299.5,299472,90.8,266,129.67,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Medico",270,3740,441,630,1039,305.6,7,41,48,75,24745,97.2,13.33,329.9,329929,100,220,309.94,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Lutador",300,4523,678,680,1060.6,435.9,7,42,49,73,34348,94.7,13.61,470.5,470519,100,327,445.38,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Assassino",360,1794,686,98,5912.5,435.9,7,35,42,85,36289,100,11.67,426.9,426925,90.7,364,196.81,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Atirador",360,1834,698,108,6315,435.9,7,35,42,85,36289,100,11.67,426.9,426925,90.7,351,193.81,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Medico",300,4028,487,672,1147.4,435.9,7,41,48,75,35289,97.2,13.33,470.5,470519,100,340,515.3,"MEDIUM"
