tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
7,70,"real-seed-maps","Avenida dos Caídos",6,121.7,63.9,"Atirador",234,1234,518,58,3226.4,143.3,10,35,45,80,11239,100,12.5,140.5,140481,90.6,135,55.09,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,121.7,63.9,"Medico",210,3128,353,540,800.6,143.3,10,40,50,72,11160,99.3,13.89,155,155000,100,118,102.94,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,121.7,73.9,"Lutador",240,3833,558,592,804.9,206.4,10,41,51,70,15607,96.5,14.17,223,222957,100,186,149.98,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,121.7,73.9,"Assassino",276,1410,564,68,3871.2,206.4,10,35,45,80,16180,100,12.5,202.2,202244,90.7,193,84,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,121.7,73.9,"Atirador",276,1432,574,74,4100.2,206.4,10,35,45,80,16180,100,12.5,202.2,202244,90.7,189,82.57,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,121.7,73.9,"Medico",240,3434,399,584,923.6,206.4,10,40,50,72,16053,99.2,13.89,223,222957,100,190,176.27,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,121.7,83.9,"Lutador",270,4157,618,632,937.3,297.1,10,41,51,70,22456,96.4,14.17,320.8,320795,100,201,250.92,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,121.7,83.9,"Assassino",318,1602,624,84,4827.9,297.1,10,35,45,80,23294,100,12.5,291.2,291176,90.8,206,124.19,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,121.7,83.9,"Atirador",318,1618,642,88,5210.9,297.1,10,35,45,80,23294,100,12.5,291.2,291176,90.8,203,123.21,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,121.7,83.9,"Medico",270,3740,441,630,1039,297.1,10,41,51,70,22456,96.4,14.17,320.8,320795,100,204,290.92,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,121.7,93.9,"Lutador",300,4523,678,680,1060.6,423.7,10,42,52,69,31562,95.1,14.44,457.4,457419,100,313,418.56,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,121.7,93.9,"Assassino",360,1794,686,98,5912.5,423.7,10,35,45,80,33201,100,12.5,415,415010,90.7,288,187.21,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,121.7,93.9,"Atirador",360,1834,698,108,6315,423.7,10,35,45,80,33201,100,12.5,415,415010,90.7,279,184.28,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,121.7,93.9,"Medico",300,4028,487,672,1147.4,423.7,10,41,51,70,32019,96.4,14.17,457.4,457419,100,320,484.96,"MEDIUM"
