tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
3,30,"real-seed-maps","Hospital Santa Ruína",6,137.63,24.1,"Atirador",90,550,240,16,751.2,27.2,6,30.12,36.12,99,2650,97.5,10.03,26.8,26763,90.5,63,7.95,"MEDIUM"
3,30,"real-seed-maps","Hospital Santa Ruína",6,137.63,24.1,"Medico",90,1580,164,272,254.3,27.2,6,32.81,38.81,92,2719,100,10.78,29.6,29558,100,40,9.09,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,137.63,34.1,"Lutador",120,2261,306,364,383.9,43.9,6,39,45,80,3793,100,12.5,47.4,47410,100,71,14.82,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,137.63,34.1,"Assassino",120,672,310,18,1161.2,43.9,6,35,41,87,3726,98.2,11.39,42.8,42826,90.3,122,15.79,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,137.63,34.1,"Atirador",120,694,318,20,1225.5,43.9,6,35,41,87,3726,98.2,11.39,42.8,42826,90.3,116,15.17,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,137.63,34.1,"Medico",120,2054,213,362,380.8,43.9,6,39,45,80,3793,100,12.5,47.4,47410,100,73,17.73,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,137.63,44.1,"Lutador",150,2801,382,458,488.4,67.1,6,40,46,78,5652,97.5,12.78,72.5,72466,100,67,29.07,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,137.63,44.1,"Assassino",150,804,384,20,1722.5,67.1,6,35,41,87,5727,98.8,11.39,65.8,65832,90.8,120,28.25,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,137.63,44.1,"Atirador",150,832,394,24,1851.4,67.1,6,35,41,87,5727,98.8,11.39,65.8,65832,90.8,114,27.01,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,137.63,44.1,"Medico",150,2528,267,452,534.8,67.1,6,39,45,80,5797,100,12.5,72.5,72466,100,69,34.56,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,137.63,54.1,"Lutador",180,3125,446,498,602.1,100.2,6,40,46,78,8441,98.7,12.78,108.2,108220,100,116,52.92,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,137.63,54.1,"Assassino",192,1020,446,36,2300,100.2,6,35,41,87,8553,100,11.39,98.3,98306,90.8,160,40.75,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,137.63,54.1,"Atirador",192,1042,458,40,2482.1,100.2,6,35,41,87,8553,100,11.39,98.3,98306,90.8,155,39.78,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,137.63,54.1,"Medico",180,2840,311,498,654.7,100.2,6,40,46,78,8441,98.7,12.78,108.2,108220,100,117,62.15,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,137.63,64.1,"Lutador",210,3473,498,544,705.3,147.4,6,41,47,76,12117,96.4,13.06,159.4,159434,100,123,93.27,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,137.63,64.1,"Assassino",234,1206,506,52,3036,147.4,6,35,41,87,12573,100,11.39,144.5,144522,90.6,148,59.73,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,137.63,64.1,"Atirador",234,1234,518,58,3226.4,147.4,6,35,41,87,12573,100,11.39,144.5,144522,90.6,142,58.15,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,137.63,64.1,"Medico",210,3128,353,540,800.6,147.4,6,40,46,78,12436,98.9,12.78,159.4,159434,100,126,110.27,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,137.63,74.1,"Lutador",240,3833,558,592,804.9,212.2,6,41,47,76,17423,96.3,13.06,229.2,229246,100,199,160.27,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,137.63,74.1,"Assassino",276,1410,564,68,3871.2,212.2,6,35,41,87,18092,100,11.39,208,207955,90.7,204,88.42,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,137.63,74.1,"Atirador",276,1432,574,74,4100.2,212.2,6,35,41,87,18092,100,11.39,208,207955,90.7,199,86.94,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,137.63,74.1,"Medico",240,3434,399,584,923.6,212.2,6,40,46,78,17881,98.8,12.78,229.2,229246,100,203,188.09,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,137.63,84.1,"Lutador",270,4157,618,632,937.3,305.4,6,41,47,76,25057,96.2,13.06,329.7,329699,100,214,267.11,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,137.63,84.1,"Assassino",318,1602,624,84,4827.9,305.4,6,35,41,87,26036,100,11.39,299.3,299262,90.8,216,130.44,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,137.63,84.1,"Atirador",318,1618,642,88,5210.9,305.4,6,35,41,87,26036,100,11.39,299.3,299262,90.8,213,129.45,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,137.63,84.1,"Medico",270,3740,441,630,1039,305.4,6,41,47,76,25057,96.2,13.06,329.7,329699,100,217,309.35,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,137.63,94.1,"Lutador",300,4523,678,680,1060.6,435.6,6,42,48,75,35265,95,13.33,470.2,470197,100,333,444.51,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,137.63,94.1,"Assassino",360,1794,686,98,5912.5,435.6,6,35,41,87,37117,100,11.39,426.6,426629,90.7,302,196.46,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,137.63,94.1,"Atirador",360,1834,698,108,6315,435.6,6,35,41,87,37117,100,11.39,426.6,426629,90.7,293,193.48,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,137.63,94.1,"Medico",300,4028,487,672,1147.4,435.6,6,41,47,76,35735,96.3,13.06,470.2,470197,100,340,514.3,"MEDIUM"
