tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
7,70,"real-seed-maps","Avenida dos Caídos",6,119.63,63.8,"Lutador",210,3473,498,544,705.3,143.1,11,41,52,69,10680,97.6,14.44,154.8,154779,100,114,86.59,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,119.63,63.8,"Assassino",234,1206,506,52,3036,143.1,11,35,46,78,10942,100,12.78,140.3,140280,90.6,140,56.47,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,119.63,63.8,"Atirador",234,1234,518,58,3226.4,143.1,11,35,46,78,10942,100,12.78,140.3,140280,90.6,134,54.9,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,119.63,63.8,"Medico",210,3128,353,540,800.6,143.1,11,40,51,70,10835,99,14.17,154.8,154779,100,117,102.55,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,119.63,73.8,"Lutador",240,3833,558,592,804.9,206.1,11,41,52,69,15363,97.5,14.44,222.7,222652,100,186,149.42,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,119.63,73.8,"Assassino",276,1410,564,68,3871.2,206.1,11,35,46,78,15753,100,12.78,202,201966,90.7,193,83.72,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,119.63,73.8,"Atirador",276,1432,574,74,4100.2,206.1,11,35,46,78,15753,100,12.78,202,201966,90.7,188,82.3,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,119.63,73.8,"Medico",240,3434,399,584,923.6,206.1,11,40,51,70,15586,98.9,14.17,222.7,222652,100,189,175.62,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,119.63,83.8,"Lutador",270,4157,618,632,937.3,296.7,11,41,52,69,22105,97.5,14.44,320.4,320357,100,200,250.02,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,119.63,83.8,"Assassino",318,1602,624,84,4827.9,296.7,11,35,46,78,22681,100,12.78,290.8,290776,90.8,205,123.8,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,119.63,83.8,"Atirador",318,1618,642,88,5210.9,296.7,11,35,46,78,22681,100,12.78,290.8,290776,90.8,202,122.83,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,119.63,83.8,"Medico",270,3740,441,630,1039,296.7,11,41,52,69,22105,97.5,14.44,320.4,320357,100,203,289.88,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,119.63,93.8,"Lutador",300,4523,678,680,1060.6,423.2,11,42,53,67,30606,94.7,14.72,456.8,456799,100,312,417.06,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,119.63,93.8,"Assassino",360,1794,686,98,5912.5,423.2,11,35,46,78,32327,100,12.78,414.4,414443,90.7,287,186.64,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,119.63,93.8,"Atirador",360,1834,698,108,6315,423.2,11,35,46,78,32327,100,12.78,414.4,414443,90.7,278,183.71,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,119.63,93.8,"Medico",300,4028,487,672,1147.4,423.2,11,41,52,69,31519,97.5,14.44,456.8,456799,100,319,483.24,"MEDIUM"
