tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
5,50,"real-seed-maps","Zona de Quarentena 9",6,120.67,43.9,"Atirador",150,832,394,24,1851.4,65.2,11,35,46,78,4988,98.4,12.78,64,63951,90.8,107,25.57,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,120.67,43.9,"Medico",150,2528,267,452,534.8,65.2,11,39,50,72,5069,100,13.89,70.4,70402,100,64,32.08,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,120.67,53.9,"Lutador",180,3125,446,498,602.1,97.5,11,40,51,70,7367,98.8,14.17,105.2,105250,100,108,49.23,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,120.67,53.9,"Assassino",192,1020,446,36,2300,97.5,11,35,46,78,7459,100,12.78,95.6,95628,90.9,152,38.67,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,120.67,53.9,"Atirador",192,1042,458,40,2482.1,97.5,11,35,46,78,7459,100,12.78,95.6,95628,90.9,147,37.72,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,120.67,53.9,"Medico",180,2840,311,498,654.7,97.5,11,40,51,70,7367,98.8,14.17,105.2,105250,100,109,57.84,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,120.67,63.9,"Lutador",210,3473,498,544,705.3,143.4,11,41,52,69,10700,97.6,14.44,155.1,155071,100,115,87.02,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,120.67,63.9,"Assassino",234,1206,506,52,3036,143.4,11,35,46,78,10963,100,12.78,140.6,140550,90.6,140,56.69,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,120.67,63.9,"Atirador",234,1234,518,58,3226.4,143.4,11,35,46,78,10963,100,12.78,140.6,140550,90.6,135,55.12,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,120.67,63.9,"Medico",210,3128,353,540,800.6,143.4,11,40,51,70,10855,99,14.17,155.1,155071,100,118,103.05,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,120.67,73.9,"Lutador",240,3833,558,592,804.9,206.5,11,41,52,69,15391,97.5,14.44,223.1,223065,100,186,150.11,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,120.67,73.9,"Assassino",276,1410,564,68,3871.2,206.5,11,35,46,78,15783,100,12.78,202.3,202342,90.7,193,84.04,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,120.67,73.9,"Atirador",276,1432,574,74,4100.2,206.5,11,35,46,78,15783,100,12.78,202.3,202342,90.7,189,82.61,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,120.67,73.9,"Medico",240,3434,399,584,923.6,206.5,11,40,51,70,15615,98.9,14.17,223.1,223065,100,190,176.42,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,120.67,83.9,"Lutador",270,4157,618,632,937.3,297.3,11,41,52,69,22145,97.5,14.44,320.9,320943,100,201,251.13,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,120.67,83.9,"Assassino",318,1602,624,84,4827.9,297.3,11,35,46,78,22722,100,12.78,291.3,291308,90.8,206,124.25,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,120.67,83.9,"Atirador",318,1618,642,88,5210.9,297.3,11,35,46,78,22722,100,12.78,291.3,291308,90.8,203,123.27,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,120.67,83.9,"Medico",270,3740,441,630,1039,297.3,11,41,52,69,22145,97.5,14.44,320.9,320943,100,204,291.15,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,120.67,93.9,"Lutador",300,4523,678,680,1060.6,423.9,11,42,53,67,30662,94.7,14.72,457.6,457638,100,313,418.86,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,120.67,93.9,"Assassino",360,1794,686,98,5912.5,423.9,11,35,46,78,32386,100,12.78,415.2,415208,90.7,288,187.3,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,120.67,93.9,"Atirador",360,1834,698,108,6315,423.9,11,35,46,78,32386,100,12.78,415.2,415208,90.7,279,184.37,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,120.67,93.9,"Medico",300,4028,487,672,1147.4,423.9,11,41,52,69,31577,97.5,14.44,457.6,457638,100,321,485.3,"MEDIUM"
