tier,className,potionQuantity,safeBattles,potionsUsed,finalHp,finalHpPercent,riskLevel
8,"Lutador",100,518,100,0,0,"HIGH"
8,"Assassino",0,15,0,0,0,"HIGH"
8,"Assassino",10,64,10,0,0,"HIGH"
8,"Assassino",25,137,25,0,0,"HIGH"
8,"Assassino",50,259,50,0,0,"HIGH"
8,"Assassino",100,502,100,0,0,"HIGH"
8,"Atirador",0,16,0,0,0,"HIGH"
8,"Atirador",10,66,10,0,0,"HIGH"
8,"Atirador",25,141,25,0,0,"HIGH"
8,"Atirador",50,265,50,0,0,"HIGH"
8,"Atirador",100,514,100,0,0,"HIGH"
8,"Medico",0,18,0,0,0,"HIGH"
8,"Medico",10,66,10,0,0,"HIGH"
8,"Medico",25,140,25,0,0,"HIGH"
8,"Medico",50,261,50,0,0,"HIGH"
8,"Medico",100,505,100,0,0,"HIGH"
9,"Lutador",0,15,0,0,0,"HIGH"
9,"Lutador",10,61,10,0,0,"HIGH"
9,"Lutador",25,131,25,0,0,"HIGH"
9,"Lutador",50,247,50,0,0,"HIGH"
9,"Lutador",100,478,100,0,0,"HIGH"
9,"Assassino",0,12,0,0,0,"HIGH"
9,"Assassino",10,58,10,0,0,"HIGH"
9,"Assassino",25,127,25,0,0,"HIGH"
9,"Assassino",50,241,50,0,0,"HIGH"
9,"Assassino",100,471,100,0,0,"HIGH"
9,"Atirador",0,12,0,0,0,"HIGH"
9,"Atirador",10,59,10,0,0,"HIGH"
9,"Atirador",25,128,25,0,0,"HIGH"
9,"Atirador",50,245,50,0,0,"HIGH"
9,"Atirador",100,478,100,0,0,"HIGH"
9,"Medico",0,12,0,0,0,"HIGH"
9,"Medico",10,57,10,0,0,"HIGH"
9,"Medico",25,126,25,0,0,"HIGH"
9,"Medico",50,240,50,0,0,"HIGH"
9,"Medico",100,469,100,0,0,"HIGH"
10,"Lutador",0,10,0,0,0,"HIGH"
10,"Lutador",10,40,10,0,0,"HIGH"
10,"Lutador",25,84,25,0,0,"HIGH"
10,"Lutador",50,159,50,0,0,"HIGH"
10,"Lutador",100,308,100,0,0,"HIGH"
10,"Assassino",0,9,0,0,0,"HIGH"
10,"Assassino",10,42,10,0,0,"HIGH"
10,"Assassino",25,91,25,0,0,"HIGH"
10,"Assassino",50,173,50,0,0,"HIGH"
10,"Assassino",100,338,100,0,0,"HIGH"
10,"Atirador",0,9,0,0,0,"HIGH"
10,"Atirador",10,43,10,0,0,"HIGH"
10,"Atirador",25,94,25,0,0,"HIGH"
10,"Atirador",50,179,50,0,0,"HIGH"
10,"Atirador",100,348,100,0,0,"HIGH"
10,"Medico",0,7,0,0,0,"HIGH"
10,"Medico",10,37,10,0,0,"HIGH"
10,"Medico",25,80,25,0,0,"HIGH"
10,"Medico",50,154,50,0,0,"HIGH"
10,"Medico",100,300,100,0,0,"HIGH"
