tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
4,40,"real-seed-maps","Terminal dos Esquecidos",6,127.72,34,"Lutador",120,2261,306,364,383.9,43.1,8,39,47,76,3536,100,13.06,46.5,46522,100,67,14.13,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,127.72,34,"Assassino",120,672,310,18,1161.2,43.1,8,35,43,83,3486,98.6,11.94,42,42000,90.3,118,15.21,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,127.72,34,"Atirador",120,694,318,20,1225.5,43.1,8,35,43,83,3486,98.6,11.94,42,42000,90.3,112,14.59,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,127.72,34,"Medico",120,2054,213,362,380.8,43.1,8,39,47,76,3536,100,13.06,46.5,46522,100,69,16.9,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,127.72,44,"Lutador",150,2801,382,458,488.4,65.9,8,40,48,75,5333,98.7,13.33,71.1,71107,100,63,27.73,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,127.72,44,"Assassino",150,804,384,20,1722.5,65.9,8,35,43,83,5361,99.2,11.94,64.6,64594,90.8,116,27.3,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,127.72,44,"Atirador",150,832,394,24,1851.4,65.9,8,35,43,83,5361,99.2,11.94,64.6,64594,90.8,110,26.07,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,127.72,44,"Medico",150,2528,267,452,534.8,65.9,8,39,47,76,5404,100,13.06,71.1,71107,100,65,32.92,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,127.72,54,"Lutador",180,3125,446,498,602.1,98.4,8,40,48,75,7969,99.5,13.33,106.3,106260,100,110,50.49,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,127.72,54,"Assassino",192,1020,446,36,2300,98.4,8,35,43,83,8013,100,11.94,96.5,96537,90.8,155,39.39,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,127.72,54,"Atirador",192,1042,458,40,2482.1,98.4,8,35,43,83,8013,100,11.94,96.5,96537,90.8,150,38.44,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,127.72,54,"Medico",180,2840,311,498,654.7,98.4,8,40,48,75,7969,99.5,13.33,106.3,106260,100,111,59.31,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,127.72,64,"Lutador",210,3473,498,544,705.3,144.8,8,41,49,73,11428,97,13.61,156.6,156555,100,118,89.16,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,127.72,64,"Assassino",234,1206,506,52,3036,144.8,8,35,43,83,11777,100,11.94,141.9,141896,90.6,143,57.75,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,127.72,64,"Atirador",234,1234,518,58,3226.4,144.8,8,35,43,83,11777,100,11.94,141.9,141896,90.6,137,56.18,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,127.72,64,"Medico",210,3128,353,540,800.6,144.8,8,40,48,75,11742,99.7,13.33,156.6,156555,100,121,105.52,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,127.72,74,"Lutador",240,3833,558,592,804.9,208.4,8,41,49,73,16437,97,13.61,225.2,225158,100,191,153.61,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,127.72,74,"Assassino",276,1410,564,68,3871.2,208.4,8,35,43,83,16952,100,11.94,204.2,204243,90.7,197,85.57,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,127.72,74,"Atirador",276,1432,574,74,4100.2,208.4,8,35,43,83,16952,100,11.94,204.2,204243,90.7,192,84.12,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,127.72,74,"Medico",240,3434,399,584,923.6,208.4,8,40,48,75,16887,99.6,13.33,225.2,225158,100,195,180.44,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,127.72,84,"Lutador",270,4157,618,632,937.3,300,8,41,49,73,23646,96.9,13.61,323.9,323914,100,205,256.63,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,127.72,84,"Assassino",318,1602,624,84,4827.9,300,8,35,43,83,24403,100,11.94,294,294010,90.8,209,126.4,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,127.72,84,"Atirador",318,1618,642,88,5210.9,300,8,35,43,83,24403,100,11.94,294,294010,90.8,206,125.42,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,127.72,84,"Medico",270,3740,441,630,1039,300,8,41,49,73,23646,96.9,13.61,323.9,323914,100,209,297.43,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,127.72,94,"Lutador",300,4523,678,680,1060.6,427.9,8,42,50,72,33256,95.6,13.89,461.9,461891,100,320,427.74,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,127.72,94,"Assassino",360,1794,686,98,5912.5,427.9,8,35,43,83,34783,100,11.94,419.1,419077,90.7,293,190.5,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,127.72,94,"Atirador",360,1834,698,108,6315,427.9,8,35,43,83,34783,100,11.94,419.1,419077,90.7,284,187.54,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,127.72,94,"Medico",300,4028,487,672,1147.4,427.9,8,41,49,73,33718,96.9,13.61,461.9,461891,100,327,495.34,"MEDIUM"
