balanceVersion,tier,bossName,difficulty,bossLevel,className,gear,projectedEquipment,participantCount,targetTtkSeconds,expectedTtkSeconds,expectedTtkMinutes,readinessRatio,damagePerSecondPerPlayer,scalingDamagePerSecondPerPlayer,maxHp
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","PREVIOUS",false,1,2700,3375.05,56.25,0.8,7.5863,9.4828,25604
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","PREVIOUS",false,2,2100,2625.01,43.75,0.8,7.5863,9.4828,39828
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","PREVIOUS",false,3,1800,2249.99,37.5,0.8,7.5863,9.4828,51207
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","PREVIOUS",false,5,1800,2249.99,37.5,0.8,7.5863,9.4828,85345
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","PREVIOUS",false,10,1500,1875,31.25,0.8,7.5863,9.4828,142242
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","CURRENT",false,1,2700,2700.02,45,1,11.761,11.761,31755
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","CURRENT",false,2,2100,2099.99,35,1,11.761,11.761,49396
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","CURRENT",false,3,1800,1799.99,30,1,11.761,11.761,63509
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","CURRENT",false,5,1800,1800,30,1,11.761,11.761,105849
2,1,"Síndico Devorado","CONTENCAO",5,"Atirador","CURRENT",false,10,1500,1500,25,1,11.761,11.761,176415
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","PREVIOUS",false,1,2700,3374.95,56.25,0.8,9.0772,11.3465,30635
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","PREVIOUS",false,2,2100,2624.99,43.75,0.8,9.0772,11.3465,47655
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","PREVIOUS",false,3,1800,2250,37.5,0.8,9.0772,11.3465,61271
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","PREVIOUS",false,5,1800,2250,37.5,0.8,9.0772,11.3465,102118
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","PREVIOUS",false,10,1500,1875,31.25,0.8,9.0772,11.3465,170197
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","CURRENT",false,1,2700,2700.03,45,1,14.4947,14.4947,39136
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","CURRENT",false,2,2100,2100.01,35,1,14.4947,14.4947,60878
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","CURRENT",false,3,1800,1799.99,30,1,14.4947,14.4947,78271
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","CURRENT",false,5,1800,1800,30,1,14.4947,14.4947,130452
2,1,"Síndico Devorado","CONTENCAO",5,"Médico","CURRENT",false,10,1500,1500,25,1,14.4947,14.4947,217420
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","PREVIOUS",false,1,3600,4500.01,75,0.8,14.2202,17.7752,63991
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","PREVIOUS",false,2,2880,3599.99,60,0.8,14.2202,17.7752,102385
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","PREVIOUS",false,3,2400,3000.01,50,0.8,14.2202,17.7752,127982
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","PREVIOUS",false,5,2400,3000.01,50,0.8,14.2202,17.7752,213303
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","PREVIOUS",false,10,2100,2625,43.75,0.8,14.2202,17.7752,373280
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","CURRENT",false,1,3600,3599.98,60,1,19.0126,19.0126,68445
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","CURRENT",false,2,2880,2880.01,48,1,19.0126,19.0126,109513
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","CURRENT",false,3,2400,2400,40,1,19.0126,19.0126,136891
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","CURRENT",false,5,2400,2400,40,1,19.0126,19.0126,228152
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Lutador","CURRENT",false,10,2100,2100,35,1,19.0126,19.0126,399265
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","PREVIOUS",false,1,3600,4500.04,75,0.8,13.0466,16.3082,58710
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","PREVIOUS",false,2,2880,3599.99,60,0.8,13.0466,16.3082,93935
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","PREVIOUS",false,3,2400,3000,50,0.8,13.0466,16.3082,117419
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","PREVIOUS",false,5,2400,2999.99,50,0.8,13.0466,16.3082,195698
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","PREVIOUS",false,10,2100,2625,43.75,0.8,13.0466,16.3082,342472
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","CURRENT",false,1,3600,3599.97,60,1,17.1054,17.1054,61579
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","CURRENT",false,2,2880,2880,48,1,17.1054,17.1054,98527
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","CURRENT",false,3,2400,2400,40,1,17.1054,17.1054,123159
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","CURRENT",false,5,2400,2400,40,1,17.1054,17.1054,205265
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Assassino","CURRENT",false,10,2100,2100,35,1,17.1054,17.1054,359213
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","PREVIOUS",false,1,3600,4500.04,75,0.8,13.0466,16.3082,58710
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","PREVIOUS",false,2,2880,3599.99,60,0.8,13.0466,16.3082,93935
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","PREVIOUS",false,3,2400,3000,50,0.8,13.0466,16.3082,117419
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","PREVIOUS",false,5,2400,2999.99,50,0.8,13.0466,16.3082,195698
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","PREVIOUS",false,10,2100,2625,43.75,0.8,13.0466,16.3082,342472
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","CURRENT",false,1,3600,3599.97,60,1,17.1543,17.1543,61755
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","CURRENT",false,2,2880,2880.01,48,1,17.1543,17.1543,98809
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","CURRENT",false,3,2400,2400,40,1,17.1543,17.1543,123511
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","CURRENT",false,5,2400,2400,40,1,17.1543,17.1543,205852
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Atirador","CURRENT",false,10,2100,2100,35,1,17.1543,17.1543,360240
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","PREVIOUS",false,1,3600,4499.98,75,0.8,15.4916,19.3645,69712
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","PREVIOUS",false,2,2880,3600.01,60,0.8,15.4916,19.3645,111540
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","PREVIOUS",false,3,2400,3000.01,50,0.8,15.4916,19.3645,139425
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","PREVIOUS",false,5,2400,3000,50,0.8,15.4916,19.3645,232374
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","PREVIOUS",false,10,2100,2625,43.75,0.8,15.4916,19.3645,406655
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","CURRENT",false,1,3600,3599.98,60,1,20.8221,20.8221,74959
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","CURRENT",false,2,2880,2880,48,1,20.8221,20.8221,119935
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","CURRENT",false,3,2400,2400,40,1,20.8221,20.8221,149919
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","CURRENT",false,5,2400,2400,40,1,20.8221,20.8221,249865
2,1,"Cão Alfa da Rua das Cercas","EXTERMINIO",10,"Médico","CURRENT",false,10,2100,2100,35,1,20.8221,20.8221,437263
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","PREVIOUS",false,1,2700,3374.99,56.25,0.8,24.6884,30.8605,83323
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","PREVIOUS",false,2,2100,2625,43.75,0.8,24.6884,30.8605,129614
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","PREVIOUS",false,3,1800,2249.99,37.5,0.8,24.6884,30.8605,166646
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","PREVIOUS",false,5,1800,2250,37.5,0.8,24.6884,30.8605,277744
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","PREVIOUS",false,10,1500,1875,31.25,0.8,24.6884,30.8605,462907
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","CURRENT",false,1,2700,2700,45,1,26.8096,26.8096,72386
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","CURRENT",false,2,2100,2099.99,35,1,26.8096,26.8096,112600
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","CURRENT",false,3,1800,1800,30,1,26.8096,26.8096,144772
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","CURRENT",false,5,1800,1800,30,1,26.8096,26.8096,241286
2,2,"Capataz Enferrujado","CONTENCAO",15,"Lutador","CURRENT",false,10,1500,1500,25,1,26.8096,26.8096,402144
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","PREVIOUS",false,1,2700,3375.01,56.25,0.8,22.3261,27.9077,75351
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","PREVIOUS",false,2,2100,2625,43.75,0.8,22.3261,27.9077,117212
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","PREVIOUS",false,3,1800,2249.99,37.5,0.8,22.3261,27.9077,150701
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","PREVIOUS",false,5,1800,2250,37.5,0.8,22.3261,27.9077,251169
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","PREVIOUS",false,10,1500,1875,31.25,0.8,22.3261,27.9077,418615
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","CURRENT",false,1,2700,2699.98,45,1,24.6402,24.6402,66528
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","CURRENT",false,2,2100,2100.01,35,1,24.6402,24.6402,103489
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","CURRENT",false,3,1800,1800,30,1,24.6402,24.6402,133057
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","CURRENT",false,5,1800,1800,30,1,24.6402,24.6402,221761
2,2,"Capataz Enferrujado","CONTENCAO",15,"Assassino","CURRENT",false,10,1500,1500,25,1,24.6402,24.6402,369602
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","PREVIOUS",false,1,2700,3374.98,56.25,0.8,22.3743,27.9679,75513
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","PREVIOUS",false,2,2100,2624.99,43.75,0.8,22.3743,27.9679,117465
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","PREVIOUS",false,3,1800,2250,37.5,0.8,22.3743,27.9679,151027
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","PREVIOUS",false,5,1800,2250,37.5,0.8,22.3743,27.9679,251711
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","PREVIOUS",false,10,1500,1875,31.25,0.8,22.3743,27.9679,419519
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","CURRENT",false,1,2700,2699.99,45,1,24.5919,24.5919,66398
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","CURRENT",false,2,2100,2100,35,1,24.5919,24.5919,103286
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","CURRENT",false,3,1800,1800.01,30,1,24.5919,24.5919,132797
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","CURRENT",false,5,1800,1800,30,1,24.5919,24.5919,221328
2,2,"Capataz Enferrujado","CONTENCAO",15,"Atirador","CURRENT",false,10,1500,1500,25,1,24.5919,24.5919,368879
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","PREVIOUS",false,1,2700,3374.98,56.25,0.8,26.9542,33.6928,90970
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","PREVIOUS",false,2,2100,2625.01,43.75,0.8,26.9542,33.6928,141510
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","PREVIOUS",false,3,1800,2250,37.5,0.8,26.9542,33.6928,181941
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","PREVIOUS",false,5,1800,2250,37.5,0.8,26.9542,33.6928,303235
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","PREVIOUS",false,10,1500,1875,31.25,0.8,26.9542,33.6928,505392
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","CURRENT",false,1,2700,2700.01,45,1,29.3647,29.3647,79285
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","CURRENT",false,2,2100,2100,35,1,29.3647,29.3647,123332
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","CURRENT",false,3,1800,1800.01,30,1,29.3647,29.3647,158570
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","CURRENT",false,5,1800,1800,30,1,29.3647,29.3647,264283
2,2,"Capataz Enferrujado","CONTENCAO",15,"Médico","CURRENT",false,10,1500,1500,25,1,29.3647,29.3647,440471
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","PREVIOUS",false,1,3600,4499.99,75,0.8,30.1616,37.702,135727
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","PREVIOUS",false,2,2880,3600,60,0.8,30.1616,37.702,217164
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","PREVIOUS",false,3,2400,3000,50,0.8,30.1616,37.702,271455
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","PREVIOUS",false,5,2400,3000,50,0.8,30.1616,37.702,452424
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","PREVIOUS",false,10,2100,2625,43.75,0.8,30.1616,37.702,791743
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","CURRENT",false,1,3600,3600.01,60,1,32.2477,32.2477,116092
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","CURRENT",false,2,2880,2880.01,48,1,32.2477,32.2477,185747
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","CURRENT",false,3,2400,2400,40,1,32.2477,32.2477,232183
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","CURRENT",false,5,2400,2400,40,1,32.2477,32.2477,386972
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Lutador","CURRENT",false,10,2100,2100,35,1,32.2477,32.2477,677201
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","PREVIOUS",false,1,3600,4500,75,0.8,27.3645,34.2056,123140
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","PREVIOUS",false,2,2880,3600,60,0.8,27.3645,34.2056,197024
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","PREVIOUS",false,3,2400,3000,50,0.8,27.3645,34.2056,246280
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","PREVIOUS",false,5,2400,3000,50,0.8,27.3645,34.2056,410467
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","PREVIOUS",false,10,2100,2625,43.75,0.8,27.3645,34.2056,718317
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","CURRENT",false,1,3600,3599.98,60,1,29.6401,29.6401,106704
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","CURRENT",false,2,2880,2880,48,1,29.6401,29.6401,170727
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","CURRENT",false,3,2400,2400,40,1,29.6401,29.6401,213409
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","CURRENT",false,5,2400,2400,40,1,29.6401,29.6401,355681
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Assassino","CURRENT",false,10,2100,2100,35,1,29.6401,29.6401,622443
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","PREVIOUS",false,1,3600,4499.98,75,0.8,27.4119,34.2649,123353
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","PREVIOUS",false,2,2880,3600.01,60,0.8,27.4119,34.2649,197366
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","PREVIOUS",false,3,2400,3000,50,0.8,27.4119,34.2649,246707
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","PREVIOUS",false,5,2400,3000,50,0.8,27.4119,34.2649,411178
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","PREVIOUS",false,10,2100,2625,43.75,0.8,27.4119,34.2649,719562
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","CURRENT",false,1,3600,3600.01,60,1,29.5927,29.5927,106534
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","CURRENT",false,2,2880,2880,48,1,29.5927,29.5927,170454
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","CURRENT",false,3,2400,2400.01,40,1,29.5927,29.5927,213068
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","CURRENT",false,5,2400,2400,40,1,29.5927,29.5927,355113
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Atirador","CURRENT",false,10,2100,2100,35,1,29.5927,29.5927,621447
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","PREVIOUS",false,1,3600,4500,75,0.8,32.864,41.08,147888
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","PREVIOUS",false,2,2880,3600,60,0.8,32.864,41.08,236621
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","PREVIOUS",false,3,2400,3000,50,0.8,32.864,41.08,295776
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","PREVIOUS",false,5,2400,3000,50,0.8,32.864,41.08,492960
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","PREVIOUS",false,10,2100,2625,43.75,0.8,32.864,41.08,862680
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","CURRENT",false,1,3600,3599.99,60,1,35.2345,35.2345,126844
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","CURRENT",false,2,2880,2880,48,1,35.2345,35.2345,202951
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","CURRENT",false,3,2400,2400,40,1,35.2345,35.2345,253689
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","CURRENT",false,5,2400,2400,40,1,35.2345,35.2345,422814
2,2,"Empilhadeira Carniceira","EXTERMINIO",20,"Médico","CURRENT",false,10,2100,2100,35,1,35.2345,35.2345,739925
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","PREVIOUS",false,1,2700,3375.01,56.25,0.8,37.5329,46.9161,126674
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","PREVIOUS",false,2,2100,2625,43.75,0.8,37.5329,46.9161,197048
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","PREVIOUS",false,3,1800,2250,37.5,0.8,37.5329,46.9161,253347
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","PREVIOUS",false,5,1800,2250,37.5,0.8,37.5329,46.9161,422245
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","PREVIOUS",false,10,1500,1875,31.25,0.8,37.5329,46.9161,703742
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","CURRENT",false,1,2700,2699.99,45,1,40.8031,40.8031,110168
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","CURRENT",false,2,2100,2100,35,1,40.8031,40.8031,171373
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","CURRENT",false,3,1800,1800,30,1,40.8031,40.8031,220337
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","CURRENT",false,5,1800,1800,30,1,40.8031,40.8031,367228
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Lutador","CURRENT",false,10,1500,1500,25,1,40.8031,40.8031,612046
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","PREVIOUS",false,1,2700,3374.99,56.25,0.8,34.4963,43.1204,116425
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","PREVIOUS",false,2,2100,2625,43.75,0.8,34.4963,43.1204,181106
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","PREVIOUS",false,3,1800,2250,37.5,0.8,34.4963,43.1204,232850
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","PREVIOUS",false,5,1800,2250,37.5,0.8,34.4963,43.1204,388084
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","PREVIOUS",false,10,1500,1875,31.25,0.8,34.4963,43.1204,646807
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","CURRENT",false,1,2700,2699.99,45,1,37.7665,37.7665,101969
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","CURRENT",false,2,2100,2100,35,1,37.7665,37.7665,158619
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","CURRENT",false,3,1800,1800,30,1,37.7665,37.7665,203939
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","CURRENT",false,5,1800,1800,30,1,37.7665,37.7665,339898
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Assassino","CURRENT",false,10,1500,1500,25,1,37.7665,37.7665,566497
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","PREVIOUS",false,1,2700,3375.01,56.25,0.8,34.4496,43.062,116268
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","PREVIOUS",false,2,2100,2625.01,43.75,0.8,34.4496,43.062,180861
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","PREVIOUS",false,3,1800,2250,37.5,0.8,34.4496,43.062,232535
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","PREVIOUS",false,5,1800,2250,37.5,0.8,34.4496,43.062,387558
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","PREVIOUS",false,10,1500,1875,31.25,0.8,34.4496,43.062,645931
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","CURRENT",false,1,2700,2699.99,45,1,38.0935,38.0935,102852
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","CURRENT",false,2,2100,2100,35,1,38.0935,38.0935,159993
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","CURRENT",false,3,1800,1800,30,1,38.0935,38.0935,205705
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","CURRENT",false,5,1800,1800,30,1,38.0935,38.0935,342841
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Atirador","CURRENT",false,10,1500,1500,25,1,38.0935,38.0935,571402
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","PREVIOUS",false,1,2700,3374.99,56.25,0.8,40.9432,51.179,138183
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","PREVIOUS",false,2,2100,2625,43.75,0.8,40.9432,51.179,214952
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","PREVIOUS",false,3,1800,2250,37.5,0.8,40.9432,51.179,276367
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","PREVIOUS",false,5,1800,2250,37.5,0.8,40.9432,51.179,460611
2,3,"Cirurgião Sem Pulso","CONTENCAO",25,"Médico","PREVIOUS",false,10,1500,1875,31.25,0.8,40.9432,51.179,767685
