tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,117.69,53.8,"Atirador",192,1042,458,40,2482.1,97.3,12,35,47,76,7257,100,13.06,95.5,95483,90.9,146,37.6,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,117.69,53.8,"Medico",180,2840,311,498,654.7,97.3,12,40,52,69,7251,99.9,14.44,105.1,105084,100,108,57.67,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,117.69,63.8,"Lutador",210,3473,498,544,705.3,143.2,12,41,53,67,10374,97.1,14.72,154.8,154833,100,115,86.73,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,117.69,63.8,"Assassino",234,1206,506,52,3036,143.2,12,35,47,76,10665,99.8,13.06,140.3,140335,90.6,140,56.51,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,117.69,63.8,"Atirador",234,1234,518,58,3226.4,143.2,12,35,47,76,10665,99.8,13.06,140.3,140335,90.6,134,54.94,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,117.69,63.8,"Medico",210,3128,353,540,800.6,143.2,12,40,52,69,10683,100,14.44,154.8,154833,100,117,102.72,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,117.69,73.8,"Lutador",240,3833,558,592,804.9,206.2,12,41,53,67,14923,97.1,14.72,222.7,222738,100,186,149.64,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,117.69,73.8,"Assassino",276,1410,564,68,3871.2,206.2,12,35,47,76,15355,99.9,13.06,202,202043,90.7,193,83.78,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,117.69,73.8,"Atirador",276,1432,574,74,4100.2,206.2,12,35,47,76,15355,99.9,13.06,202,202043,90.7,188,82.36,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,117.69,73.8,"Medico",240,3434,399,584,923.6,206.2,12,40,52,69,15369,100,14.44,222.7,222738,100,190,175.86,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,117.69,83.8,"Lutador",270,4157,618,632,937.3,296.8,12,41,53,67,21472,97.1,14.72,320.5,320478,100,199,250.33,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,117.69,83.8,"Assassino",318,1602,624,84,4827.9,296.8,12,35,47,76,22107,100,13.06,290.9,290883,90.8,256,123.88,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,117.69,83.8,"Atirador",318,1618,642,88,5210.9,296.8,12,35,47,76,22107,100,13.06,290.9,290883,90.8,252,122.9,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,117.69,83.8,"Medico",270,3740,441,630,1039,296.8,12,41,53,67,21472,97.1,14.72,320.5,320478,100,206,290.22,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,117.69,93.8,"Lutador",300,4523,678,680,1060.6,423.3,12,42,54,66,30161,95.7,15,457,456979,100,306,417.51,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,117.69,93.8,"Assassino",360,1794,686,98,5912.5,423.3,12,35,47,76,31510,100,13.06,414.6,414605,90.7,345,186.75,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,117.69,93.8,"Atirador",360,1834,698,108,6315,423.3,12,35,47,76,31510,100,13.06,414.6,414605,90.7,333,183.82,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,117.69,93.8,"Medico",300,4028,487,672,1147.4,423.3,12,41,53,67,30618,97.2,14.72,457,456979,100,319,483.75,"MEDIUM"
