tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Lutador",180,3125,446,498,602.1,99.9,7,40,47,76,8195,98.4,1.31,107.8,10783,100,4,52.42,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Assassino",192,1020,446,36,2300,99.9,7,35,42,85,8326,100,1.17,97.9,9795,90.8,12,40.48,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Atirador",192,1042,458,40,2482.1,99.9,7,35,42,85,8326,100,1.17,97.9,9795,90.8,11,39.52,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Medico",180,2840,311,498,654.7,99.9,7,40,47,76,8195,98.4,1.31,107.8,10783,100,5,61.57,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Lutador",210,3473,498,544,705.3,146.9,7,41,48,75,11914,97.3,1.33,158.8,15885,100,7,92.44,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Assassino",234,1206,506,52,3036,146.9,7,35,42,85,12239,100,1.17,144,14399,90.6,15,59.35,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Atirador",234,1234,518,58,3226.4,146.9,7,35,42,85,12239,100,1.17,144,14399,90.6,14,57.77,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Medico",210,3128,353,540,800.6,146.9,7,40,47,76,12073,98.6,1.31,158.8,15885,100,8,109.31,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Lutador",240,3833,558,592,804.9,211.5,7,41,48,75,17131,97.3,1.33,228.4,22841,100,12,158.93,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Assassino",276,1410,564,68,3871.2,211.5,7,35,42,85,17612,100,1.17,207.2,20720,90.7,19,87.87,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Atirador",276,1432,574,74,4100.2,211.5,7,35,42,85,17612,100,1.17,207.2,20720,90.7,18,86.4,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Medico",240,3434,399,584,923.6,211.5,7,40,47,76,17359,98.6,1.31,228.4,22841,100,13,186.55,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Lutador",270,4157,618,632,937.3,304.3,7,41,48,75,24639,97.2,1.33,328.5,32852,100,20,265.02,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Assassino",318,1602,624,84,4827.9,304.3,7,35,42,85,25346,100,1.17,298.2,29819,90.8,25,129.66,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Atirador",318,1618,642,88,5210.9,304.3,7,35,42,85,25346,100,1.17,298.2,29819,90.8,25,128.66,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Medico",270,3740,441,630,1039,304.3,7,41,48,75,24639,97.2,1.33,328.5,32852,100,21,306.98,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Lutador",300,4523,678,680,1060.6,434,7,42,49,73,34201,94.7,1.36,468.5,46850,100,31,441.19,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Assassino",360,1794,686,98,5912.5,434,7,35,42,85,36133,100,1.17,425.1,42509,90.7,35,195.31,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Atirador",360,1834,698,108,6315,434,7,35,42,85,36133,100,1.17,425.1,42509,90.7,33,192.33,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Medico",300,4028,487,672,1147.4,434,7,41,48,75,35138,97.2,1.33,468.5,46850,100,33,510.56,"MEDIUM"
