tier,level,mapName,subMapName,className,rank,mobName,mobLevel,mobAttack,mobHp,baseWeight,averageWeight,probabilityPercent,expectedKillsPer1000,expectedDamagePerBattle,expectedMobHitDamage,expectedDodgeChancePercent,expectedCriticalChancePercent,noPotionBattles,potions25Battles,potions100Battles
3,30,"Hospital Santa Ruína","Ala de Isolamento","Lutador",3,"Enfermeira de Isolamento Infectada",24,33,711,15,21.96,15.72,157.2,6.15,6,2,8.26,282,2400,8754
3,30,"Hospital Santa Ruína","Ala de Isolamento","Lutador",4,"Centopeia de Tubulação Contaminada",27,48,923,9,17.92,12.83,128.3,10.33,10,2,9.7,168,1429,5211
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Lutador",5,"Instrumentador Cirúrgico Infectado",27,54,1009,6,11.95,8.55,85.5,12.4,12,2,9.7,140,1190,4341
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Lutador",6,"Cirurgião-Chefe Necrosado",30,80,1385,4,9.95,7.12,71.2,26.03,25,2,10.96,66,567,2068
3,30,"Hospital Santa Ruína","Triagem Vazia","Assassino",1,"Paciente Febril Errante",21,9,462,42,42,30.08,300.8,2.93,4,28,3,182,1547,5643
3,30,"Hospital Santa Ruína","Triagem Vazia","Assassino",2,"Mosca de Ferida Contaminada",24,15,657,24,35.89,25.7,257,6.59,9,28,3,81,688,2508
3,30,"Hospital Santa Ruína","Ala de Isolamento","Assassino",3,"Enfermeira de Isolamento Infectada",24,16,711,15,21.96,15.72,157.2,7.32,10,28,3,72,619,2258
3,30,"Hospital Santa Ruína","Ala de Isolamento","Assassino",4,"Centopeia de Tubulação Contaminada",27,24,923,9,17.92,12.83,128.3,12.44,17,28,3,42,364,1329
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Assassino",5,"Instrumentador Cirúrgico Infectado",27,27,1009,6,11.95,8.55,85.5,14.64,20,28,3,36,309,1129
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Assassino",6,"Cirurgião-Chefe Necrosado",30,40,1385,4,9.95,7.12,71.2,23.43,32,28,3,22,193,705
3,30,"Hospital Santa Ruína","Triagem Vazia","Atirador",1,"Paciente Febril Errante",21,9,462,42,42,30.08,300.8,2.93,4,28,3,187,1595,5819
3,30,"Hospital Santa Ruína","Triagem Vazia","Atirador",2,"Mosca de Ferida Contaminada",24,15,657,24,35.89,25.7,257,6.59,9,28,3,83,709,2587
3,30,"Hospital Santa Ruína","Ala de Isolamento","Atirador",3,"Enfermeira de Isolamento Infectada",24,16,711,15,21.96,15.72,157.2,6.59,9,28,3,83,709,2587
3,30,"Hospital Santa Ruína","Ala de Isolamento","Atirador",4,"Centopeia de Tubulação Contaminada",27,24,923,9,17.92,12.83,128.3,11.71,16,28,3,46,399,1456
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Atirador",5,"Instrumentador Cirúrgico Infectado",27,27,1009,6,11.95,8.55,85.5,13.91,19,28,3,39,336,1225
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Atirador",6,"Cirurgião-Chefe Necrosado",30,40,1385,4,9.95,7.12,71.2,23.43,32,28,3,23,199,727
3,30,"Hospital Santa Ruína","Triagem Vazia","Medico",1,"Paciente Febril Errante",21,21,462,42,42,30.08,300.8,4.08,4,2,7.66,387,4014,14897
3,30,"Hospital Santa Ruína","Triagem Vazia","Medico",2,"Mosca de Ferida Contaminada",24,34,657,24,35.89,25.7,257,6.17,6,2,8.92,256,2654,9850
3,30,"Hospital Santa Ruína","Ala de Isolamento","Medico",3,"Enfermeira de Isolamento Infectada",24,36,711,15,21.96,15.72,157.2,7.19,7,2,8.74,219,2278,8453
3,30,"Hospital Santa Ruína","Ala de Isolamento","Medico",4,"Centopeia de Tubulação Contaminada",27,53,923,9,17.92,12.83,128.3,12.43,12,2,10.18,127,1317,4889
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Medico",5,"Instrumentador Cirúrgico Infectado",27,60,1009,6,11.95,8.55,85.5,15.54,15,2,10.18,101,1054,3911
3,30,"Hospital Santa Ruína","Centro Cirúrgico","Medico",6,"Cirurgião-Chefe Necrosado",30,88,1385,4,9.95,7.12,71.2,31.32,30,2,11.44,50,522,1940
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Lutador",1,"Amontoado de Bagagens Vivas",31,35,907,42,42,30.08,300.8,6.1,6,3.1,8.68,370,3149,11485
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Lutador",2,"Enxame de Carrapatos Hemáticos",34,53,1236,24,35.89,25.7,257,10.37,10,2,9.94,218,1852,6756
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Lutador",3,"Sinaleiro Sem Rosto",34,57,1340,15,21.96,15.72,157.2,11.41,11,2,9.94,198,1683,6140
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Lutador",4,"Casulo de Traças de Plataforma",37,80,1693,9,17.92,12.83,128.3,20.93,20,2,11.38,108,917,3347
4,40,"Terminal dos Esquecidos","Cabine Final","Lutador",5,"Cobrador Fundido",37,91,1850,6,11.95,8.55,85.5,27.21,26,2,11.38,83,706,2574
4,40,"Terminal dos Esquecidos","Cabine Final","Lutador",6,"Regente da Cabine Lacrada",40,131,2495,4,9.95,7.12,71.2,49.66,47,2,12.82,45,386,1410
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Assassino",1,"Amontoado de Bagagens Vivas",31,17,907,42,42,30.08,300.8,7.32,10,28,3,91,778,2837
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Assassino",2,"Enxame de Carrapatos Hemáticos",34,26,1236,24,35.89,25.7,257,13.19,18,28,3,50,431,1574
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Assassino",3,"Sinaleiro Sem Rosto",34,28,1340,15,21.96,15.72,157.2,13.92,19,28,3,48,409,1492
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Assassino",4,"Casulo de Traças de Plataforma",37,40,1693,9,17.92,12.83,128.3,22.72,31,28,3,29,250,914
4,40,"Terminal dos Esquecidos","Cabine Final","Assassino",5,"Cobrador Fundido",37,45,1850,6,11.95,8.55,85.5,26.39,36,28,3,25,215,787
4,40,"Terminal dos Esquecidos","Cabine Final","Assassino",6,"Regente da Cabine Lacrada",40,65,2495,4,9.95,7.12,71.2,40.32,55,28,3,16,141,515
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Atirador",1,"Amontoado de Bagagens Vivas",31,17,907,42,42,30.08,300.8,6.59,9,28,3,105,894,3261
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Atirador",2,"Enxame de Carrapatos Hemáticos",34,26,1236,24,35.89,25.7,257,12.46,17,28,3,55,473,1725
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Atirador",3,"Sinaleiro Sem Rosto",34,28,1340,15,21.96,15.72,157.2,13.92,19,28,3,49,423,1544
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Atirador",4,"Casulo de Traças de Plataforma",37,40,1693,9,17.92,12.83,128.3,21.99,30,28,3,31,268,977
4,40,"Terminal dos Esquecidos","Cabine Final","Atirador",5,"Cobrador Fundido",37,45,1850,6,11.95,8.55,85.5,25.65,35,28,3,27,229,837
4,40,"Terminal dos Esquecidos","Cabine Final","Atirador",6,"Regente da Cabine Lacrada",40,65,2495,4,9.95,7.12,71.2,39.59,54,28,3,17,148,542
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Medico",1,"Amontoado de Bagagens Vivas",31,39,907,42,42,30.08,300.8,7.2,7,2.2,8.92,285,2958,10979
4,40,"Terminal dos Esquecidos","Saguão de Embarque","Medico",2,"Enxame de Carrapatos Hemáticos",34,59,1236,24,35.89,25.7,257,12.46,12,2,10.18,164,1709,6344
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Medico",3,"Sinaleiro Sem Rosto",34,63,1340,15,21.96,15.72,157.2,13.5,13,2,10.18,152,1578,5855
4,40,"Terminal dos Esquecidos","Plataformas Mortas","Medico",4,"Casulo de Traças de Plataforma",37,89,1693,9,17.92,12.83,128.3,26.2,25,2,11.62,78,813,3017
4,40,"Terminal dos Esquecidos","Cabine Final","Medico",5,"Cobrador Fundido",37,100,1850,6,11.95,8.55,85.5,31.44,30,2,11.62,65,677,2514
4,40,"Terminal dos Esquecidos","Cabine Final","Medico",6,"Regente da Cabine Lacrada",40,145,2495,4,9.95,7.12,71.2,59.25,56,2,13.06,34,359,1334
5,50,"Zona de Quarentena 9","Triagem Externa","Lutador",1,"Isolado da Tenda Rasgada",41,57,1539,42,42,30.08,300.8,11.43,11,2.2,10.24,245,2082,7594
5,50,"Zona de Quarentena 9","Triagem Externa","Lutador",2,"Larva de Descarte Biológico",44,87,2045,24,35.89,25.7,257,21.06,20,2,11.86,133,1130,4121
5,50,"Zona de Quarentena 9","Cercas Internas","Lutador",3,"Arameiro de Contenção",44,93,2215,15,21.96,15.72,157.2,23.14,22,2,11.68,121,1028,3751
5,50,"Zona de Quarentena 9","Cercas Internas","Lutador",4,"Lesma de Canaleta Química",47,129,2754,9,17.92,12.83,128.3,42.53,40,2,13.3,65,559,2040
5,50,"Zona de Quarentena 9","Posto de Comando","Lutador",5,"Operador de Rádio Infectado",47,146,3009,6,11.95,8.55,85.5,52.04,49,2,13.12,53,457,1667
5,50,"Zona de Quarentena 9","Posto de Comando","Lutador",6,"Coronel Lacrado da Zona 9",50,210,4010,4,9.95,7.12,71.2,94.5,88,2,14.74,29,251,918
5,50,"Zona de Quarentena 9","Triagem Externa","Assassino",1,"Isolado da Tenda Rasgada",41,28,1539,42,42,30.08,300.8,13.93,19,28,3,57,490,1787
5,50,"Zona de Quarentena 9","Triagem Externa","Assassino",2,"Larva de Descarte Biológico",44,43,2045,24,35.89,25.7,257,24.21,33,28,3,33,282,1028
5,50,"Zona de Quarentena 9","Cercas Internas","Assassino",3,"Arameiro de Contenção",44,46,2215,15,21.96,15.72,157.2,26.41,36,28,3,30,258,942
5,50,"Zona de Quarentena 9","Cercas Internas","Assassino",4,"Lesma de Canaleta Química",47,64,2754,9,17.92,12.83,128.3,38.89,53,28,3,20,175,640
5,50,"Zona de Quarentena 9","Posto de Comando","Assassino",5,"Operador de Rádio Infectado",47,73,3009,6,11.95,8.55,85.5,45.49,62,28,3,17,150,547
5,50,"Zona de Quarentena 9","Posto de Comando","Assassino",6,"Coronel Lacrado da Zona 9",50,105,4010,4,9.95,7.12,71.2,68.27,93,28,3,11,100,364
5,50,"Zona de Quarentena 9","Triagem Externa","Atirador",1,"Isolado da Tenda Rasgada",41,28,1539,42,42,30.08,300.8,13.2,18,28,3,63,534,1949
5,50,"Zona de Quarentena 9","Triagem Externa","Atirador",2,"Larva de Descarte Biológico",44,43,2045,24,35.89,25.7,257,22.74,31,28,3,36,310,1131
5,50,"Zona de Quarentena 9","Cercas Internas","Atirador",3,"Arameiro de Contenção",44,46,2215,15,21.96,15.72,157.2,24.94,34,28,3,33,282,1031
5,50,"Zona de Quarentena 9","Cercas Internas","Atirador",4,"Lesma de Canaleta Química",47,64,2754,9,17.92,12.83,128.3,37.42,51,28,3,22,188,687
5,50,"Zona de Quarentena 9","Posto de Comando","Atirador",5,"Operador de Rádio Infectado",47,73,3009,6,11.95,8.55,85.5,44.03,60,28,3,18,160,584
5,50,"Zona de Quarentena 9","Posto de Comando","Atirador",6,"Coronel Lacrado da Zona 9",50,105,4010,4,9.95,7.12,71.2,66.8,91,28,3,12,105,385
5,50,"Zona de Quarentena 9","Triagem Externa","Medico",1,"Isolado da Tenda Rasgada",41,63,1539,42,42,30.08,300.8,12.52,12,2,10.48,201,2092,7765
5,50,"Zona de Quarentena 9","Triagem Externa","Medico",2,"Larva de Descarte Biológico",44,96,2045,24,35.89,25.7,257,25.3,24,2,12.1,99,1035,3843
5,50,"Zona de Quarentena 9","Cercas Internas","Medico",3,"Arameiro de Contenção",44,103,2215,15,21.96,15.72,157.2,28.43,27,2,11.92,88,921,3419
5,50,"Zona de Quarentena 9","Cercas Internas","Medico",4,"Lesma de Canaleta Química",47,143,2754,9,17.92,12.83,128.3,51.1,48,2,13.54,49,512,1902
5,50,"Zona de Quarentena 9","Posto de Comando","Medico",5,"Operador de Rádio Infectado",47,162,3009,6,11.95,8.55,85.5,62.75,59,2,13.36,40,417,1549
5,50,"Zona de Quarentena 9","Posto de Comando","Medico",6,"Coronel Lacrado da Zona 9",50,232,4010,4,9.95,7.12,71.2,111.84,104,2,14.98,22,234,869
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Lutador",1,"Homem-Tanque Rachado",51,87,2376,42,42,30.08,300.8,19.77,19,3.1,11.32,158,1342,4897
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Lutador",2,"Respirador de Cinzas",54,128,3149,24,35.89,25.7,257,39.38,37,2,12.94,79,674,2458
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Lutador",3,"Operário Escaldado de Vapor",54,139,3411,15,21.96,15.72,157.2,44.66,42,2,12.76,69,594,2168
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Lutador",4,"Pressurizado Sem Face",57,191,4234,9,17.92,12.83,128.3,77.61,72,2,14.74,40,342,1247
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Lutador",5,"Forjado em Cinzas",57,216,4626,6,11.95,8.55,85.5,94.75,88,2,14.56,32,280,1021
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Lutador",6,"Guardião da Fornalha Morta",60,309,6156,4,9.95,7.12,71.2,166.68,153,2,16.18,18,159,580
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Assassino",1,"Homem-Tanque Rachado",51,43,2376,42,42,30.08,300.8,20.56,28,28,3,49,421,1537
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Assassino",2,"Respirador de Cinzas",54,64,3149,24,35.89,25.7,257,34.52,47,28,3,29,251,915
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Assassino",3,"Operário Escaldado de Vapor",54,69,3411,15,21.96,15.72,157.2,38.19,52,28,3,26,227,827
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Assassino",4,"Pressurizado Sem Face",57,95,4234,9,17.92,12.83,128.3,55.83,76,28,3,18,155,566
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Assassino",5,"Forjado em Cinzas",57,108,4626,6,11.95,8.55,85.5,65.38,89,28,3,15,132,483
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Assassino",6,"Guardião da Fornalha Morta",60,154,6156,4,9.95,7.12,71.2,98.48,134,28,3,10,88,321
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Atirador",1,"Homem-Tanque Rachado",51,43,2376,42,42,30.08,300.8,19.82,27,28,3,52,446,1626
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Atirador",2,"Respirador de Cinzas",54,64,3149,24,35.89,25.7,257,33.78,46,28,3,30,261,954
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Atirador",3,"Operário Escaldado de Vapor",54,69,3411,15,21.96,15.72,157.2,36.72,50,28,3,28,240,878
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Atirador",4,"Pressurizado Sem Face",57,95,4234,9,17.92,12.83,128.3,55.1,75,28,3,18,160,585
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Atirador",5,"Forjado em Cinzas",57,108,4626,6,11.95,8.55,85.5,63.91,87,28,3,16,138,504
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Atirador",6,"Guardião da Fornalha Morta",60,154,6156,4,9.95,7.12,71.2,97.01,132,28,3,10,91,332
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Medico",1,"Homem-Tanque Rachado",51,96,2376,42,42,30.08,300.8,23.26,22,2,12.04,122,1266,4700
6,60,"Refinaria do Pó Cinzento","Tanques Vazios","Medico",2,"Respirador de Cinzas",54,141,3149,24,35.89,25.7,257,45.97,43,2,13.66,61,640,2378
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Medico",3,"Operário Escaldado de Vapor",54,153,3411,15,21.96,15.72,157.2,53.4,50,2,13.48,53,551,2047
6,60,"Refinaria do Pó Cinzento","Tubulação Quente","Medico",4,"Pressurizado Sem Face",57,210,4234,9,17.92,12.83,128.3,90.95,84,2,15.46,31,323,1202
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Medico",5,"Forjado em Cinzas",57,238,4626,6,11.95,8.55,85.5,111.4,103,2,15.28,25,264,981
6,60,"Refinaria do Pó Cinzento","Câmara da Fornalha","Medico",6,"Guardião da Fornalha Morta",60,341,6156,4,9.95,7.12,71.2,194.78,178,2,16.9,14,151,561
7,70,"Avenida dos Caídos","Faixa Engarrafada","Lutador",1,"Motorista Fundido ao Volante",61,127,3626,42,42,30.08,300.8,35.84,34,3.1,12.64,96,823,3001
7,70,"Avenida dos Caídos","Faixa Engarrafada","Lutador",2,"Colosso do Para-Choque",64,188,4782,24,35.89,25.7,257,71.27,66,2,14.44,48,413,1509
7,70,"Avenida dos Caídos","Becos de Caça","Lutador",3,"Predador de Viela Cega",64,203,5180,15,21.96,15.72,157.2,80.9,75,2,14.26,42,364,1329
7,70,"Avenida dos Caídos","Becos de Caça","Lutador",4,"Caçador de Neon Quebrado",67,278,6408,9,17.92,12.83,128.3,136.94,125,2,16.42,25,215,785
7,70,"Avenida dos Caídos","Cruzamento Central","Lutador",5,"Semafórico de Carne Exposta",67,314,7001,6,11.95,8.55,85.5,163.95,150,2,16.06,21,179,656
7,70,"Avenida dos Caídos","Cruzamento Central","Lutador",6,"Tirano do Cruzamento Morto",70,448,9295,4,9.95,7.12,71.2,281.7,254,2,18.04,12,104,381
7,70,"Avenida dos Caídos","Faixa Engarrafada","Assassino",1,"Motorista Fundido ao Volante",61,63,3626,42,42,30.08,300.8,30.13,41,28,3,40,339,1238
7,70,"Avenida dos Caídos","Faixa Engarrafada","Assassino",2,"Colosso do Para-Choque",64,94,4782,24,35.89,25.7,257,50.73,69,28,3,23,201,735
7,70,"Avenida dos Caídos","Becos de Caça","Assassino",3,"Predador de Viela Cega",64,101,5180,15,21.96,15.72,157.2,55.88,76,28,3,21,183,667
7,70,"Avenida dos Caídos","Becos de Caça","Assassino",4,"Caçador de Neon Quebrado",67,139,6408,9,17.92,12.83,128.3,82.38,112,28,3,14,124,452
7,70,"Avenida dos Caídos","Cruzamento Central","Assassino",5,"Semafórico de Carne Exposta",67,157,7001,6,11.95,8.55,85.5,95.62,130,28,3,12,106,390
7,70,"Avenida dos Caídos","Cruzamento Central","Assassino",6,"Tirano do Cruzamento Morto",70,224,9295,4,9.95,7.12,71.2,143.47,195,28,3,8,71,260
7,70,"Avenida dos Caídos","Faixa Engarrafada","Atirador",1,"Motorista Fundido ao Volante",61,63,3626,42,42,30.08,300.8,28.66,39,28,3,43,365,1334
7,70,"Avenida dos Caídos","Faixa Engarrafada","Atirador",2,"Colosso do Para-Choque",64,94,4782,24,35.89,25.7,257,49.26,67,28,3,25,212,776
7,70,"Avenida dos Caídos","Becos de Caça","Atirador",3,"Predador de Viela Cega",64,101,5180,15,21.96,15.72,157.2,54.41,74,28,3,22,192,702
