tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Lutador",180,3125,446,498,602.1,100.3,7,40,47,76,8231,98.4,13.06,108.3,108304,100,55,53.01,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Assassino",180,948,446,24,2300,100.3,7,35,42,85,8362,100,11.67,98.4,98381,90.8,153,43.9,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Atirador",180,970,458,28,2482.1,100.3,7,35,42,85,8362,100,11.67,98.4,98381,90.8,146,42.95,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Medico",180,2840,311,498,654.7,100.3,7,40,47,76,8231,98.4,13.06,108.3,108304,100,57,62.27,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Lutador",210,3473,498,544,705.3,147.6,7,41,48,75,11966,97.3,13.33,159.6,159551,100,88,93.46,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Assassino",210,1086,506,28,3036,147.6,7,35,42,85,12293,100,11.67,144.6,144629,90.6,205,67.02,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Atirador",210,1114,518,34,3226.4,147.6,7,35,42,85,12293,100,11.67,144.6,144629,90.6,193,65.03,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Medico",210,3128,353,540,800.6,147.6,7,40,47,76,12126,98.6,13.06,159.6,159551,100,93,110.49,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Lutador",240,3833,558,592,804.9,212.4,7,41,48,75,17205,97.3,13.33,229.4,229404,100,138,160.59,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Assassino",240,1230,564,32,3871.2,212.4,7,35,42,85,17688,100,11.67,208.1,208100,90.7,269,99.71,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Atirador",240,1252,574,38,4100.2,212.4,7,35,42,85,17688,100,11.67,208.1,208100,90.7,259,97.67,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Medico",240,3434,399,584,923.6,212.4,7,40,47,76,17435,98.6,13.06,229.4,229404,100,145,188.45,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Lutador",270,4157,618,632,937.3,305.6,7,41,48,75,24745,97.2,13.33,329.9,329929,100,213,267.62,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Assassino",270,1368,624,36,4827.9,305.6,7,35,42,85,25455,100,11.67,299.5,299472,90.8,355,146.22,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Atirador",270,1384,642,40,5210.9,305.6,7,35,42,85,25455,100,11.67,299.5,299472,90.8,347,144.74,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Medico",270,3740,441,630,1039,305.6,7,41,48,75,24745,97.2,13.33,329.9,329929,100,220,309.94,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Lutador",300,4523,678,680,1060.6,435.9,7,42,49,73,34348,94.7,13.61,470.5,470519,100,327,445.38,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Assassino",300,1500,686,38,5912.5,435.9,7,35,42,85,36289,100,11.67,426.9,426925,90.7,482,217.84,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Atirador",300,1540,698,48,6315,435.9,7,35,42,85,36289,100,11.67,426.9,426925,90.7,462,214.07,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Medico",300,4028,487,672,1147.4,435.9,7,41,48,75,35289,97.2,13.33,470.5,470519,100,340,515.3,"MEDIUM"
