tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Assassino",120,672,310,18,1161.2,43.9,7,35,42,85,3643,96.9,11.67,42.9,42863,88.9,174,35.32,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Atirador",120,694,318,20,1225.5,43.9,7,35,42,85,3643,96.9,11.67,42.9,42863,88.9,165,34.59,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,139.67,34.2,"Medico",120,2054,213,362,380.8,43.9,7,39,46,78,3761,100,12.78,48.2,48218,100,18,17.76,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Lutador",150,2801,382,458,488.4,67.2,7,40,47,76,5621,97.4,13.06,74,73962,100,33,29.12,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Assassino",150,804,384,20,1722.5,67.2,7,35,42,85,5600,97.1,11.67,65.9,65881,89.1,250,60.72,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Atirador",150,832,394,24,1851.4,67.2,7,35,42,85,5600,97.1,11.67,65.9,65881,89.1,237,59.48,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,139.67,44.2,"Medico",150,2528,267,452,534.8,67.2,7,39,46,78,5769,100,12.78,74,73962,100,30,34.62,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Lutador",180,3125,446,498,602.1,100.3,7,40,47,76,8378,100,13.06,110.2,110231,100,55,53.01,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Assassino",180,948,446,24,2300,100.3,7,35,42,85,8362,99.8,11.67,98.4,98381,89.2,323,92.12,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Atirador",180,970,458,28,2482.1,100.3,7,35,42,85,8362,99.8,11.67,98.4,98381,89.2,310,90.59,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,139.67,54.2,"Medico",180,2840,311,498,654.7,100.3,7,40,47,76,8378,100,13.06,110.2,110231,100,48,62.27,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Lutador",210,3473,498,544,705.3,147.6,7,41,48,75,12182,98.7,13.33,162.4,162420,100,88,93.46,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Assassino",210,1086,506,28,3036,147.6,7,35,42,85,12293,99.6,11.67,144.6,144629,89,422,137.54,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Atirador",210,1114,518,34,3226.4,147.6,7,35,42,85,12293,99.6,11.67,144.6,144629,89,403,135.09,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,139.67,64.2,"Medico",210,3128,353,540,800.6,147.6,7,40,47,76,12344,100,13.06,162.4,162420,100,78,110.49,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Lutador",240,3833,558,592,804.9,212.4,7,41,48,75,17527,98.7,13.33,233.7,233687,100,138,160.59,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Assassino",240,1230,564,32,3871.2,212.4,7,35,42,85,17688,99.6,11.67,208.1,208100,89.1,547,202.28,"HIGH"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Atirador",240,1252,574,38,4100.2,212.4,7,35,42,85,17688,99.6,11.67,208.1,208100,89.1,532,200.08,"HIGH"
8,80,"real-seed-maps","Complexo Helix",6,139.67,74.2,"Medico",240,3434,399,584,923.6,212.4,7,40,47,76,17760,100,13.06,233.7,233687,100,121,188.45,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Lutador",270,4157,618,632,937.3,305.6,7,41,48,75,25202,99,13.33,336,336027,100,213,267.62,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Assassino",270,1368,624,36,4827.9,305.6,7,35,42,85,25455,100,11.67,299.5,299472,89.1,713,293.19,"HIGH"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Atirador",270,1384,642,40,5210.9,305.6,7,35,42,85,25455,100,11.67,299.5,299472,89.1,701,291.6,"HIGH"
9,90,"real-seed-maps","Necrópole Industrial",6,139.67,84.2,"Medico",270,3740,441,630,1039,305.6,7,41,48,75,25202,99,13.33,336,336027,100,183,309.94,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Lutador",300,4523,678,680,1060.6,435.9,7,42,49,73,35007,96.5,13.61,479.5,479543,100,327,445.38,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Assassino",300,1500,686,38,5912.5,435.9,7,35,42,85,36289,100,11.67,426.9,426925,89,957,431.59,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Atirador",300,1540,698,48,6315,435.9,7,35,42,85,36289,100,11.67,426.9,426925,89,924,427.48,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,139.67,94.2,"Medico",300,4028,487,672,1147.4,435.9,7,41,48,75,35966,99.1,13.33,479.5,479543,100,283,515.3,"MEDIUM"
