tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
8,80,"real-seed-maps","Complexo Helix",6,488.22,75.7,"Lutador",240,3833,558,592,804.9,226.2,7,41,48,75,18666,98.7,1.33,248.9,24888,100,36,437.38,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,488.22,75.7,"Assassino",240,1230,564,32,3871.2,226.2,7,35,42,85,18854,99.7,1.17,221.8,22182,89.1,7,425.18,"HIGH"
8,80,"real-seed-maps","Complexo Helix",6,488.22,75.7,"Atirador",240,1252,574,38,4100.2,226.2,7,35,42,85,18854,99.7,1.17,221.8,22182,89.1,9,422.85,"HIGH"
8,80,"real-seed-maps","Complexo Helix",6,488.22,75.7,"Medico",240,3434,399,584,923.6,226.2,7,40,47,76,18915,100,1.31,248.9,24888,100,32,504.13,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,488.22,85.7,"Lutador",270,4157,618,632,937.3,326.6,7,41,48,75,26960,99.1,1.33,359.5,35946,100,53,683.34,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,488.22,85.7,"Assassino",270,1368,624,36,4827.9,326.6,7,35,42,85,27198,100,1.17,320,31998,89,1,603.17,"HIGH"
9,90,"real-seed-maps","Necrópole Industrial",6,488.22,85.7,"Atirador",270,1384,642,40,5210.9,326.6,7,35,42,85,27198,100,1.17,320,31998,89,1,601.09,"HIGH"
9,90,"real-seed-maps","Necrópole Industrial",6,488.22,85.7,"Medico",270,3740,441,630,1039,326.6,7,41,48,75,26960,99.1,1.33,359.5,35946,100,45,780.66,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,488.22,95.7,"Lutador",300,4523,678,680,1060.6,469.2,7,42,49,73,37683,96.4,1.36,516.2,51620,100,80,1104.22,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,488.22,95.7,"Assassino",300,1500,686,38,5912.5,469.2,7,35,42,85,39088,100,1.17,459.9,45986,89.1,0,887.3,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,488.22,95.7,"Atirador",300,1540,698,48,6315,469.2,7,35,42,85,39088,100,1.17,459.9,45986,89.1,0,882.87,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,488.22,95.7,"Medico",300,4028,487,672,1147.4,469.2,7,41,48,75,38715,99,1.33,516.2,51620,100,69,1258.92,"HIGH"
