tier,level,source,mapName,encounterCount,totalEncounterWeight,averageMobLevel,className,equipmentPoints,hp,attack,defense,power,mobXp,secondsPerFind,ttkSeconds,secondsPerMob,killsPerHour,effectiveXpPerHour,xpPerHourVsBestPercent,timeHours,effectiveXpPerKill,effectiveXpPerSample,xpVsBestPercent,potionsUsed,expectedDamagePerKill,riskLevel
3,30,"real-seed-maps","Hospital Santa Ruína",6,136.54,24.1,"Medico",90,1580,164,272,254.3,27.1,7,32.76,39.76,90,2649,100,1.1,29.4,2944,100,0,9,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Lutador",120,2261,306,364,383.9,43.7,7,39,46,78,3684,100,1.28,47.2,4723,100,0,14.67,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Assassino",120,672,310,18,1161.2,43.7,7,35,42,85,3626,98.4,1.17,42.7,4266,90.3,16,35.02,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Atirador",120,694,318,20,1225.5,43.7,7,35,42,85,3626,98.4,1.17,42.7,4266,90.3,15,34.29,"MEDIUM"
4,40,"real-seed-maps","Terminal dos Esquecidos",6,136.54,34.1,"Medico",120,2054,213,362,380.8,43.7,7,39,46,78,3684,100,1.28,47.2,4723,100,1,17.56,"LOW"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Lutador",150,2801,382,458,488.4,66.9,7,40,47,76,5486,97.4,1.31,72.2,7219,100,2,28.79,"LOW"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Assassino",150,804,384,20,1722.5,66.9,7,35,42,85,5574,99,1.17,65.6,6558,90.8,23,60.25,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Atirador",150,832,394,24,1851.4,66.9,7,35,42,85,5574,99,1.17,65.6,6558,90.8,22,59.01,"MEDIUM"
5,50,"real-seed-maps","Zona de Quarentena 9",6,136.54,44.1,"Medico",150,2528,267,452,534.8,66.9,7,39,46,78,5631,100,1.28,72.2,7219,100,2,34.22,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Lutador",180,3125,446,498,602.1,99.9,7,40,47,76,8195,98.4,1.31,107.8,10783,100,4,52.42,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Assassino",180,948,446,24,2300,99.9,7,35,42,85,8326,100,1.17,97.9,9795,90.8,31,91.44,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Atirador",180,970,458,28,2482.1,99.9,7,35,42,85,8326,100,1.17,97.9,9795,90.8,29,89.91,"MEDIUM"
6,60,"real-seed-maps","Refinaria do Pó Cinzento",6,136.54,54.1,"Medico",180,2840,311,498,654.7,99.9,7,40,47,76,8195,98.4,1.31,107.8,10783,100,4,61.57,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Lutador",210,3473,498,544,705.3,146.9,7,41,48,75,11914,97.3,1.33,158.8,15885,100,7,92.44,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Assassino",210,1086,506,28,3036,146.9,7,35,42,85,12239,100,1.17,144,14399,90.6,40,136.54,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Atirador",210,1114,518,34,3226.4,146.9,7,35,42,85,12239,100,1.17,144,14399,90.6,38,134.09,"MEDIUM"
7,70,"real-seed-maps","Avenida dos Caídos",6,136.54,64.1,"Medico",210,3128,353,540,800.6,146.9,7,40,47,76,12073,98.6,1.31,158.8,15885,100,7,109.31,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Lutador",240,3833,558,592,804.9,211.5,7,41,48,75,17131,97.3,1.33,228.4,22841,100,12,158.93,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Assassino",240,1230,564,32,3871.2,211.5,7,35,42,85,17612,100,1.17,207.2,20720,90.7,53,200.87,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Atirador",240,1252,574,38,4100.2,211.5,7,35,42,85,17612,100,1.17,207.2,20720,90.7,51,198.66,"MEDIUM"
8,80,"real-seed-maps","Complexo Helix",6,136.54,74.1,"Medico",240,3434,399,584,923.6,211.5,7,40,47,76,17359,98.6,1.31,228.4,22841,100,11,186.55,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Lutador",270,4157,618,632,937.3,304.3,7,41,48,75,24639,97.2,1.33,328.5,32852,100,20,265.02,"MEDIUM"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Assassino",270,1368,624,36,4827.9,304.3,7,35,42,85,25346,100,1.17,298.2,29819,90.8,69,291.18,"HIGH"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Atirador",270,1384,642,40,5210.9,304.3,7,35,42,85,25346,100,1.17,298.2,29819,90.8,68,289.6,"HIGH"
9,90,"real-seed-maps","Necrópole Industrial",6,136.54,84.1,"Medico",270,3740,441,630,1039,304.3,7,41,48,75,24639,97.2,1.33,328.5,32852,100,17,306.98,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Lutador",300,4523,678,680,1060.6,434,7,42,49,73,34201,94.7,1.36,468.5,46850,100,31,441.19,"MEDIUM"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Assassino",300,1500,686,38,5912.5,434,7,35,42,85,36133,100,1.17,425.1,42509,90.7,94,428.66,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Atirador",300,1540,698,48,6315,434,7,35,42,85,36133,100,1.17,425.1,42509,90.7,90,424.54,"HIGH"
10,100,"real-seed-maps","Marco Zero",6,136.54,94.1,"Medico",300,4028,487,672,1147.4,434,7,41,48,75,35138,97.2,1.33,468.5,46850,100,27,510.56,"MEDIUM"
